"correlativ";"w";"nombarrio";"ccz";"municipio";"e26";"e27";"e30";"ht11";"ht13";"ht19";"pobre";"VivAdec";"desocupado";"Auto";"Internet"
"2019_1_2019035400";27;"Buceo";7;"E";2;68;1;103840;35000;"2";0;1;0;1;1
"2019_1_2019035402";36;"Nuevo Paris";13;"G";2;33;1;21279;7000;"2";1;3;0;0;1
"2019_1_2019035415";35;"Casavalle";11;"D";2;32;1;38197;6000;"3";0;2;0;1;1
"2019_1_2019035416";31;"Cerrito";11;"D";2;71;1;55560,6666666667;15000;"2";0;1;0;1;1
"2019_1_2019035419";33;"Piedras Blancas";9;"F";1;20;1;61118;20000;"1";0;1;0;0;1
"2019_1_2019035420";30;"La Teja";14;"A";1;78;1;93542;17000;"2";0;1;0;0;1
"2019_1_2019035421";22;"Belvedere";14;"A";2;75;1;41118;9000;"1";0;2;0;0;1
"2019_1_2019035424";36;"Villa Espa¦ola";11;"D";1;61;1;76934;15000;"3";0;3;0;1;1
"2019_1_2019035426";41;"Malvin Norte";6;"E";1;33;1;45630,5;0;"3";0;1;0;1;1
"2019_1_2019035431";38;"Manga";10;"D";1;36;1;29220;9000;"2";0;2;0;0;0
"2019_1_2019035432";55;"Castro, P. Castellanos";11;"D";1;30;1;207683,666666667;30000;"2";0;1;0;1;1
"2019_1_2019035433";28;"Punta Carretas";5;"CH";2;73;1;83394;20000;"2";0;1;0;0;1
"2019_1_2019035436";35;"Malvin";7;"E";2;65;1;111542;30000;"3";0;1;0;0;1
"2019_1_2019035441";16;"Malvin";7;"E";2;63;1;77262;25000;"1";0;1;0;0;1
"2019_1_2019035442";25;"Jardines del Hipodromo";9;"F";1;62;1;34193;0;"1";0;1;0;0;0
"2019_1_2019035443";48;"Larra¦aga";3;"C";2;27;1;124813;0;"3";0;1;0;1;1
"2019_1_2019035453";39;"Prado, Nueva Savona";14;"A";1;35;1;50718;0;"1";0;1;0;1;1
"2019_1_2019035459";38;"Colon Centro y Noroeste";12;"G";1;38;1;100854;12500;"3";0;1;0;0;1
"2019_1_2019035467";41;"La Blanqueada";4;"CH";2;51;1;91394;20000;"3";0;1;0;1;1
"2019_1_2019035470";27;"Cerro";17;"A";2;49;1;25700;12000;"2";1;1;0;0;0
"2019_1_2019035473";21;"Parque Rodo";2;"B";1;74;1;106262;0;"1";0;1;0;1;1
"2019_1_2019035477";40;"Aguada";16;"C";2;37;1;139317;18000;"4";0;1;0;1;1
"2019_1_2019035478";33;"Pocitos";5;"CH";2;53;1;134354;18000;"3";0;1;0;0;1
"2019_1_2019035494";31;"Jardines del Hipodromo";9;"F";1;74;1;64428;10000;"2";0;1;0;0;1
"2019_1_2019035500";24;"La Comercial";3;"C";1;62;1;46618;12000;"1";0;1;0;0;1
"2019_1_2019035502";35;"La Teja";14;"A";1;32;1;60028;0;"2";0;1;1;1;0
"2019_1_2019035516";23;"Centro";1;"B";2;81;1;177187,666666667;0;"1";0;1;0;0;1
"2019_1_2019035518";27;"Palermo";2;"B";2;48;1;158576;20000;"2";0;1;0;0;1
"2019_1_2019035524";57;"Aires Puros";15;"C";1;32;1;140147,666666667;0;"2";0;1;0;1;1
"2019_1_2019035526";37;"Buceo";5;"CH";1;55;1;134813;18000;"3";0;1;0;0;1
"2019_1_2019035529";27;"Atahualpa";3;"C";2;47;1;29906,6666666667;0;"2";0;1;0;0;0
"2019_1_2019035532";16;"Barrio Sur";2;"B";2;43;1;79951,3333333333;0;"1";0;1;0;0;1
"2019_1_2019035533";23;"Buceo";7;"E";2;81;1;65000;25000;"1";0;1;0;0;1
"2019_1_2019035545";29;"Union";6;"E";2;63;1;42000;10000;"2";0;1;0;0;1
"2019_1_2019035552";35;"Pocitos";5;"CH";2;41;1;119048;25000;"4";0;1;0;1;1
"2019_1_2019035553";32;"Malvin Norte";6;"E";2;84;1;55140;15000;"2";0;1;0;0;0
"2019_1_2019035556";38;"Punta Carretas";5;"CH";1;44;1;195144;0;"4";0;1;0;1;1
"2019_1_2019035561";39;"Reducto";16;"C";1;39;1;40000;18000;"1";0;1;0;0;1
"2019_1_2019035564";22;"Jacinto Vera";3;"C";2;79;1;62543;12000;"1";0;1;0;0;1
"2019_1_2019035572";36;"Brazo Oriental";15;"C";2;42;1;144152;30000;"4";0;1;0;1;1
"2019_1_2019035577";41;"Pocitos";5;"CH";1;31;1;67271;0;"1";0;1;0;0;1
"2019_1_2019035581";30;"La Teja";14;"A";2;67;1;67542;15000;"2";0;1;0;0;1
"2019_1_2019035582";32;"La Comercial";2;"B";2;34;1;105579;15000;"3";0;1;0;0;1
"2019_1_2019035583";22;"Ciudad Vieja";1;"B";2;88;1;39189;17000;"1";0;1;0;0;0
"2019_1_2019035588";16;"Pque. Batlle, V. Dolores";5;"CH";2;50;1;57184;20000;"1";0;1;0;0;1
"2019_1_2019035594";43;"Reducto";3;"C";1;56;1;62042;10000;"2";0;1;0;1;1
"2019_1_2019035598";46;"Manga, Toledo Chico";10;"D";1;49;1;74752;10000;"5";0;1;0;1;1
"2019_1_2019035599";16;"Carrasco";8;"E";2;66;1;90564;28000;"1";0;1;0;1;1
"2019_1_2019035600";14;"Pocitos";5;"CH";2;35;1;129345,333333333;25000;"1";0;1;0;1;1
"2019_1_2019035602";32;"La Paloma, Tomkinson";18;"A";1;68;1;103428;12000;"2";0;1;0;1;1
"2019_1_2019035604";38;"Jardines del Hipodromo";9;"F";2;60;1;91364;11000;"3";0;2;0;0;1
"2019_1_2019035611";16;"Carrasco";8;"E";2;88;1;297020;35000;"1";0;1;0;0;1
"2019_1_2019035614";18;"Pocitos";5;"CH";1;70;1;62193;0;"1";0;1;0;0;1
"2019_1_2019035622";29;"Pocitos";5;"CH";1;24;1;63178,6666666667;0;"1";0;1;0;0;1
"2019_1_2019035624";36;"Flor de Maro¦as";9;"F";2;52;1;69220;20000;"3";0;3;0;0;0
"2019_1_2019035626";36;"Pocitos";5;"CH";1;54;1;132458,333333333;0;"4";0;1;0;1;1
"2019_1_2019035627";54;"Casavalle";11;"D";1;32;1;18000;10000;"2";1;3;0;0;1
"2019_1_2019035630";36;"Union";6;"E";2;49;1;78542;16000;"2";0;1;0;1;1
"2019_1_2019035631";38;"Tres Ombues, Victoria";14;"A";2;53;1;123576;14000;"2";0;1;0;0;1
"2019_1_2019035632";27;"Pocitos";5;"CH";1;74;1;50428;19000;"2";0;1;0;0;1
"2019_1_2019035639";27;"Pque. Batlle, V. Dolores";5;"CH";1;66;1;138023;18000;"2";0;1;0;1;1
"2019_1_2019035643";31;"Piedras Blancas";10;"D";1;65;1;40386;10000;"2";0;3;0;0;1
"2019_1_2019035644";20;"Malvin";7;"E";2;82;1;44288;0;"1";0;1;0;0;1
"2019_1_2019035645";49;"Buceo";5;"CH";2;27;1;72576;0;"2";0;1;0;1;1
"2019_1_2019035648";20;"Pocitos";5;"CH";2;76;1;128937,666666667;25000;"1";0;1;0;1;1
"2019_1_2019035650";21;"Pta. Rieles, Bella Italia";9;"F";1;65;1;34220;0;"1";0;1;0;1;1
"2019_1_2019035655";34;"Las Acacias";11;"D";2;42;1;36631,1;9000;"3";1;2;0;0;0
"2019_1_2019035659";43;"Manga";10;"D";1;39;1;30262;8000;"1";0;1;0;0;0
"2019_1_2019035664";28;"Centro";1;"B";2;32;1;61758;15000;"2";0;1;0;0;1
"2019_1_2019035667";47;"Villa Garcia, Manga Rur.";9;"F";2;23;1;60275,5;4000;"4";0;3;0;1;1
"2019_1_2019035669";34;"Union";11;"D";1;75;1;109813;20000;"3";0;1;0;1;1
"2019_1_2019035673";31;"Maro¦as, Parque Guarani";9;"F";2;73;1;38394;15000;"2";0;1;0;0;1
"2019_1_2019035679";35;"Tres Cruces";2;"B";1;73;1;86354;0;"3";0;1;0;0;1
"2019_1_2019035684";38;"Barrio Sur";1;"B";1;39;1;89067;0;"3";0;1;0;1;1
"2019_1_2019035687";27;"Pocitos";5;"CH";2;79;1;134542;25000;"2";0;1;0;1;1
"2019_1_2019035694";23;"Pocitos";5;"CH";2;67;1;48214;25000;"1";0;1;0;0;1
"2019_1_2019035699";38;"Capurro, Bella Vista";16;"C";1;38;1;90042;15000;"3";0;1;0;1;1
"2019_1_2019035702";48;"La Figurita";3;"C";1;30;1;46524;0;"2";0;1;0;0;0
"2019_1_2019035703";45;"Colon Centro y Noroeste";12;"G";1;42;1;67325;0;"5";0;1;0;0;1
"2019_1_2019035704";33;"La Blanqueada";4;"CH";1;27;1;168047,333333333;15000;"1";0;1;0;0;1
"2019_1_2019035715";36;"Casabo, Pajas Blancas";17;"A";1;32;1;54250;0;"2";0;1;0;1;1
"2019_1_2019035719";42;"Villa Espa¦ola";11;"D";1;24;1;24193;0;"2";1;1;0;1;0
"2019_1_2019035720";23;"Pocitos";5;"CH";2;71;1;96701,3333333333;20000;"1";0;1;0;0;1
"2019_1_2019035721";40;"Pque. Batlle, V. Dolores";4;"CH";2;39;1;123208;0;"3";0;1;0;1;1
"2019_1_2019035724";35;"Union";6;"E";2;30;1;71876;0;"2";0;1;0;0;1
"2019_1_2019035731";41;"Barrio Sur";1;"B";2;36;1;156488,833333333;20000;"4";0;1;0;0;1
"2019_1_2019035732";37;"Maro¦as, Parque Guarani";9;"F";1;51;1;38928;13000;"3";0;1;0;1;1
"2019_1_2019035735";26;"Paso de las Duranas";13;"G";2;33;1;29350;10000;"2";0;2;0;0;1
"2019_1_2019035737";31;"Union";6;"E";1;73;1;186378;30000;"2";0;1;0;1;1
"2019_1_2019035739";31;"Belvedere";14;"A";1;74;1;50576;16000;"2";0;1;0;0;0
"2019_1_2019035743";37;"Villa Mu¦oz, Retiro";3;"C";1;57;1;79288;16000;"3";0;1;0;0;1
"2019_1_2019035748";35;"Buceo";5;"CH";1;33;1;47220;0;"1";0;1;0;0;1
"2019_1_2019035750";35;"Paso de las Duranas";13;"G";1;57;1;144416,166666667;18000;"3";0;1;0;1;1
"2019_1_2019035757";26;"Reducto";3;"C";2;34;1;93001;25000;"2";0;1;0;0;1
"2019_1_2019035761";33;"Belvedere";14;"A";2;66;1;30386;0;"3";1;2;0;0;1
"2019_1_2019035765";36;"Punta Carretas";5;"CH";2;36;1;119272;0;"4";0;1;0;1;1
"2019_1_2019035768";20;"Punta Carretas";5;"CH";2;205;1;NA;20000;"---";0;1;0;0;0
"2019_1_2019035770";41;"Cordon";2;"B";2;54;1;184356;25000;"4";0;1;0;1;1
"2019_1_2019035773";41;"Atahualpa";15;"C";1;41;1;212964,666666667;30000;"4";0;1;0;1;1
"2019_1_2019035778";38;"Casavalle";11;"D";2;56;1;5880;1500;"3";1;3;0;0;0
"2019_1_2019035784";37;"La Teja";14;"A";1;50;1;122064;15000;"3";0;1;0;1;1
"2019_1_2019035785";38;"Nuevo Paris";14;"A";2;48;1;77731;15000;"3";0;3;0;0;0
"2019_1_2019035798";23;"Villa Garcia, Manga Rur.";9;"F";2;73;1;25288;8000;"1";0;1;0;0;0
"2019_1_2019035800";39;"Pe¦arol, Lavalleja";13;"G";1;35;1;72639;0;"3";0;1;0;1;1
"2019_1_2019035801";39;"Flor de Maro¦as";9;"F";1;43;1;32526;10000;"3";1;3;0;0;0
"2019_1_2019035804";28;"Punta Gorda";7;"E";2;44;1;307983;40000;"4";0;1;0;1;1
"2019_1_2019035810";42;"Cerrito";11;"D";1;44;1;72856;16000;"4";0;2;0;1;1
"2019_1_2019035811";46;"Pe¦arol, Lavalleja";13;"G";2;44;1;51671;16000;"5";1;2;1;0;1
"2019_1_2019035816";37;"Cerro";17;"A";1;55;1;52360;12000;"3";0;1;0;0;1
"2019_1_2019035817";51;"Piedras Blancas";9;"F";1;46;1;125864;13000;"4";0;1;0;1;1
"2019_1_2019035818";27;"Malvin";7;"E";2;494;1;NA;50000;"---";0;1;0;1;1
"2019_1_2019035824";41;"Mercado Modelo, Bolivar";3;"C";2;22;1;91438;0;"2";0;1;0;0;1
"2019_1_2019035831";28;"Casabo, Pajas Blancas";17;"A";2;49;1;58494;18000;"2";0;1;0;0;0
"2019_1_2019035833";43;"Casavalle";11;"D";2;62;1;101940;20000;"3";0;2;0;0;1
"2019_1_2019035841";43;"Lezica, Melilla";12;"G";2;25;1;40856;7000;"4";1;2;0;0;0
"2019_1_2019035843";24;"Larra¦aga";3;"C";1;55;1;93621,3333333333;14000;"1";0;1;0;0;1
"2019_1_2019035844";25;"Centro";1;"B";1;59;1;52220;0;"1";0;1;0;1;1
"2019_1_2019035846";28;"Punta Gorda";7;"E";1;41;1;125334;20000;"4";0;1;0;1;1
"2019_1_2019035855";31;"Cerrito";11;"D";1;69;1;53036;15000;"2";0;1;0;0;1
"2019_1_2019035860";18;"Pta. Rieles, Bella Italia";9;"F";2;54;1;49437,6666666667;12000;"1";0;1;1;1;1
"2019_1_2019035864";23;"Atahualpa";3;"C";2;75;1;41189;16000;"1";0;1;0;0;1
"2019_1_2019035867";31;"Jacinto Vera";3;"C";2;37;1;58892;0;"2";0;2;0;1;1
"2019_1_2019035869";29;"Piedras Blancas";9;"F";2;64;1;82804;10000;"2";0;1;0;1;1
"2019_1_2019035874";18;"Manga";9;"F";2;55;1;14000;6000;"1";0;1;0;0;1
"2019_1_2019035877";33;"Punta Carretas";5;"CH";2;59;1;224354;33000;"3";0;1;0;1;1
"2019_1_2019035879";44;"Belvedere";14;"A";2;57;1;174440;0;"3";0;1;0;0;1
"2019_1_2019035885";41;"Union";6;"E";1;32;1;62590;16000;"5";0;1;0;1;1
"2019_1_2019035887";30;"Buceo";7;"E";1;57;1;212071,75;35000;"2";0;1;0;1;1
"2019_1_2019035899";36;"Colon Centro y Noroeste";12;"G";2;71;1;73048;15000;"4";0;2;0;0;1
"2019_1_2019035904";39;"Palermo";2;"B";1;67;1;294197,333333333;20000;"3";0;1;0;1;1
"2019_1_2019035918";31;"Las Acacias";11;"D";2;70;1;89542;13000;"2";0;2;0;1;1
"2019_1_2019035921";23;"Cordon";2;"B";2;79;1;97118;15000;"1";0;1;0;0;1
"2019_1_2019035923";38;"Villa Garcia, Manga Rur.";9;"F";2;68;1;34794;5000;"2";0;3;0;1;0
"2019_1_2019035925";17;"Capurro, Bella Vista";16;"C";2;64;1;60193;18000;"1";0;1;0;1;1
"2019_1_2019035930";39;"Reducto";16;"C";1;34;1;40757;0;"3";0;1;0;0;0
"2019_1_2019035931";37;"Las Canteras";8;"E";1;56;1;191117;30000;"3";0;1;0;1;1
"2019_1_2019035933";49;"Aires Puros";11;"D";1;38;1;42600;12000;"5";1;3;0;1;0
"2019_1_2019035934";42;"Manga, Toledo Chico";10;"D";1;52;1;152472;12000;"4";0;1;0;1;1
"2019_1_2019035935";39;"Union";6;"E";1;33;1;34188;8000;"1";0;1;0;0;1
"2019_1_2019035943";34;"Jardines del Hipodromo";9;"F";2;53;1;65736;8000;"2";0;2;0;0;1
"2019_1_2019035948";27;"Pocitos";5;"CH";1;75;1;144542;30000;"2";0;1;0;1;1
"2019_1_2019035972";47;"Villa Garcia, Manga Rur.";9;"F";2;20;1;17235;5000;"3";1;3;0;0;0
"2019_1_2019035974";35;"Pque. Batlle, V. Dolores";5;"CH";1;63;1;55542;0;"2";0;1;0;0;1
"2019_1_2019035975";28;"Carrasco";8;"E";1;48;1;226611,333333333;80000;"4";0;1;0;1;1
"2019_1_2019035976";29;"Carrasco";8;"E";1;42;1;206106,666666667;0;"5";0;1;0;1;1
"2019_1_2019035982";45;"Atahualpa";3;"C";2;38;1;140440;35000;"5";0;1;0;1;1
"2019_1_2019035986";31;"Flor de Maro¦as";9;"F";2;43;1;50858,5;10000;"3";0;2;0;0;1
"2019_1_2019035989";30;"Villa Espa¦ola";11;"D";1;76;1;55476;16000;"2";0;1;0;0;1
"2019_1_2019035997";43;"Las Acacias";11;"D";1;31;1;12000;8000;"1";1;1;1;0;1
"2019_1_2019035999";22;"Pque. Batlle, V. Dolores";4;"CH";2;77;1;59180;15000;"1";0;1;0;0;1
"2019_1_2019036008";41;"Parque Rodo";2;"B";1;46;1;91756;16000;"4";0;1;0;1;1
"2019_1_2019036014";24;"Reducto";3;"C";1;60;1;32271;18000;"1";0;1;0;1;1
"2019_1_2019036016";32;"Malvin Norte";6;"E";1;29;1;92451,3333333333;17000;"1";0;1;0;1;1
"2019_1_2019036018";33;"Buceo";7;"E";1;55;1;199313;30000;"3";0;1;0;1;1
"2019_1_2019036023";31;"La Paloma, Tomkinson";17;"A";1;69;1;68998;14000;"2";0;1;0;0;1
"2019_1_2019036024";23;"Malvin Norte";6;"E";2;86;1;36088;15000;"1";0;1;0;0;0
"2019_1_2019036027";16;"Cordon";2;"B";2;32;1;37338;0;"1";0;1;0;0;1
"2019_1_2019036030";27;"Punta Carretas";5;"CH";2;71;1;98394;36000;"2";0;1;0;1;1
"2019_1_2019036031";39;"Malvin";7;"E";2;37;1;238313;36000;"3";0;1;0;1;1
"2019_1_2019036032";39;"Tres Ombues, Victoria";14;"A";2;55;1;26271;7000;"3";1;1;0;0;0
"2019_1_2019036034";20;"Paso de las Duranas";13;"G";1;76;1;71271;15000;"1";0;1;0;1;1
"2019_1_2019036038";40;"La Paloma, Tomkinson";17;"A";2;50;1;36597,5;2000;"4";1;2;0;0;1
"2019_1_2019036041";40;"Cerrito";11;"D";2;21;1;58292;0;"4";0;2;1;0;0
"2019_1_2019036043";39;"Cordon";2;"B";2;59;1;129784,666666667;25000;"3";0;1;0;1;1
"2019_1_2019036046";23;"Pocitos";5;"CH";2;76;1;53214;0;"1";0;1;0;0;1
"2019_1_2019036050";36;"Union";6;"E";1;63;1;63142;0;"3";0;1;0;1;1
"2019_1_2019036053";33;"Centro";1;"B";2;66;1;124542;25000;"2";0;1;0;0;1
"2019_1_2019036054";27;"Malvin";7;"E";2;84;1;71428;30000;"2";0;1;0;0;1
"2019_1_2019036062";18;"Punta Carretas";5;"CH";1;68;1;132288;0;"1";0;1;0;1;1
"2019_1_2019036063";18;"Malvin";7;"E";2;63;1;271734;25000;"1";0;1;0;1;1
"2019_1_2019036065";42;"Mercado Modelo, Bolivar";11;"D";2;25;1;82576;20000;"2";0;1;0;1;1
"2019_1_2019036066";25;"Las Acacias";11;"D";1;61;1;45971;15000;"1";0;1;0;0;0
"2019_1_2019036067";40;"Paso de la Arena";18;"A";1;50;1;50576;10000;"2";0;1;0;0;0
"2019_1_2019036069";41;"La Teja";14;"A";1;32;1;62172,5;11000;"5";0;1;0;0;1
"2019_1_2019036076";43;"Piedras Blancas";9;"F";2;43;1;57079;10000;"4";0;2;0;1;1
"2019_1_2019036081";31;"Tres Ombues, Victoria";14;"A";1;83;1;49994;15000;"2";0;1;0;1;1
"2019_1_2019036086";29;"Manga, Toledo Chico";10;"D";1;77;1;26197;1000;"2";0;3;0;0;0
"2019_1_2019036094";32;"Paso de la Arena";18;"A";1;73;1;43542;16000;"2";0;1;0;1;1
"2019_1_2019036099";47;"Pocitos";5;"CH";1;63;1;245167,333333333;25000;"4";0;1;0;1;1
"2019_1_2019036101";33;"Cordon";2;"B";1;62;1;60194;0;"2";0;1;0;1;1
"2019_1_2019036103";31;"Pocitos";5;"CH";2;74;1;177713;30000;"3";0;1;0;1;1
"2019_1_2019036104";35;"Pocitos";5;"CH";1;32;1;38197;0;"1";0;1;0;0;1
"2019_1_2019036105";24;"Pocitos";5;"CH";2;37;1;153236;30000;"2";0;1;0;1;1
"2019_1_2019036107";21;"Centro";1;"B";1;78;1;29288;15000;"1";0;1;0;0;1
"2019_1_2019036111";16;"Punta Carretas";5;"CH";2;50;1;165000;0;"1";0;1;0;1;1
"2019_1_2019036117";30;"Carrasco";8;"E";2;57;1;301201,333333333;15000;"4";0;1;0;1;1
"2019_1_2019036120";36;"Piedras Blancas";10;"D";2;54;1;55271;15000;"3";0;1;0;1;1
"2019_1_2019036121";16;"Villa Espa¦ola";11;"D";2;41;1;47220;0;"1";0;1;0;0;1
"2019_1_2019036122";31;"Cordon";2;"B";1;75;1;161440;25000;"2";0;1;0;1;1
"2019_1_2019036130";39;"La Paloma, Tomkinson";18;"A";1;33;1;113160;10000;"3";0;2;0;1;0
"2019_1_2019036133";29;"Pocitos";5;"CH";1;25;1;72271;0;"1";0;1;0;0;1
"2019_1_2019036135";36;"Barrio Sur";1;"B";2;44;1;220065;28000;"2";0;1;0;1;1
"2019_1_2019036137";28;"Cordon";2;"B";2;23;1;15000;0;"1";0;1;1;0;1
"2019_1_2019036139";23;"Villa Espa¦ola";11;"D";2;86;1;26895;12000;"1";0;1;0;0;0
"2019_1_2019036146";30;"Union";6;"E";1;66;1;129774;15000;"2";0;1;0;1;1
"2019_1_2019036147";32;"Colon Sureste, Abayuba";12;"G";2;82;1;105579;15000;"3";0;1;0;1;1
"2019_1_2019036149";23;"Buceo";7;"E";2;69;1;62271;16000;"1";0;1;0;0;1
"2019_1_2019036151";29;"Nuevo Paris";14;"A";1;61;1;73509,3333333333;15000;"2";0;1;0;0;0
"2019_1_2019036153";27;"Piedras Blancas";9;"F";2;45;1;17271;0;"2";1;1;0;0;1
"2019_1_2019036154";45;"Casabo, Pajas Blancas";17;"A";2;45;1;51177,5;13000;"5";1;2;0;0;1
"2019_1_2019036159";46;"La Teja";14;"A";2;43;1;86975,3333333333;20000;"6";0;1;0;0;1
"2019_1_2019036162";39;"Pocitos";5;"CH";2;34;1;103829;0;"3";0;1;0;1;1
"2019_1_2019036172";41;"Union";6;"E";2;46;1;72084;25000;"4";0;1;0;1;1
"2019_1_2019036174";40;"Sayago";13;"G";2;37;1;94420;15000;"4";0;1;0;1;1
"2019_1_2019036180";36;"Manga";9;"F";1;52;1;97642;15000;"3";0;1;0;1;1
"2019_1_2019036183";43;"Pe¦arol, Lavalleja";13;"G";1;45;1;78084;14000;"4";0;1;0;1;0
"2019_1_2019036185";17;"Union";6;"E";2;54;1;34968;0;"1";0;1;0;0;1
"2019_1_2019036187";20;"Malvin";6;"E";1;67;1;37420;18000;"1";0;2;0;1;0
"2019_1_2019036190";24;"Las Acacias";11;"D";2;77;1;40197;10000;"1";0;1;0;0;0
"2019_1_2019036191";44;"Pta. Rieles, Bella Italia";9;"F";2;28;1;65431,5;0;"4";0;1;0;0;0
"2019_1_2019036197";47;"Maro¦as, Parque Guarani";9;"F";1;30;1;94188;10000;"4";0;2;0;1;1
"2019_1_2019036202";46;"Las Acacias";11;"D";2;21;1;30388;3000;"3";1;3;1;0;1
"2019_1_2019036208";16;"Punta Carretas";5;"CH";2;64;1;69000;24000;"1";0;1;0;1;1
"2019_1_2019036209";31;"Brazo Oriental";3;"C";2;72;1;78342;20000;"2";0;1;0;1;1
"2019_1_2019036211";46;"La Figurita";3;"C";2;38;1;147328;18000;"4";0;1;0;1;1
"2019_1_2019036212";30;"Centro";1;"B";2;62;1;143128;30000;"2";0;1;0;1;1
"2019_1_2019036217";38;"Parque Rodo";2;"B";1;45;1;165841,666666667;30000;"5";0;1;0;1;1
"2019_1_2019036236";43;"Cerrito";11;"D";1;47;1;118660;0;"3";0;1;0;0;1
"2019_1_2019036239";32;"Pta. Rieles, Bella Italia";9;"F";1;70;1;72271;13000;"2";0;1;0;1;0
"2019_1_2019036240";28;"Malvin Norte";6;"E";2;86;1;81742;17000;"2";0;1;0;0;0
"2019_1_2019036243";20;"Pocitos";5;"CH";2;92;1;38079;0;"1";0;1;0;0;1
"2019_1_2019036249";23;"Sayago";13;"G";2;78;1;47180;17000;"1";0;1;0;0;1
"2019_1_2019036253";33;"Pocitos";5;"CH";1;28;1;38021;0;"1";0;1;0;0;1
"2019_1_2019036254";40;"Cerro";17;"A";2;30;1;43182,5;8000;"5";1;1;0;0;1
"2019_1_2019036262";31;"Las Canteras";8;"E";2;57;1;98994;15000;"2";0;1;0;1;1
"2019_1_2019036276";39;"Buceo";6;"E";1;48;1;222020;20000;"1";0;3;0;1;1
"2019_1_2019036282";16;"Cordon";2;"B";2;30;1;27288;0;"1";0;1;0;0;1
"2019_1_2019036283";25;"Pocitos";5;"CH";2;20;1;29288;19000;"1";0;1;1;0;1
"2019_1_2019036286";22;"Casavalle";11;"D";1;81;1;19118;6000;"1";0;1;0;0;0
"2019_1_2019036287";25;"Tres Cruces";2;"B";1;62;1;24180;10000;"1";0;1;0;0;0
"2019_1_2019036291";21;"Maro¦as, Parque Guarani";9;"F";1;70;1;52197;10000;"1";0;1;0;0;0
"2019_1_2019036303";31;"Ituzaingo";9;"F";2;37;1;88364;15000;"3";0;1;0;0;1
"2019_1_2019036306";47;"Tres Ombues, Victoria";14;"A";1;32;1;33670;0;"5";1;2;0;0;0
"2019_1_2019036307";35;"Punta Carretas";5;"CH";2;38;1;443830,333333333;30000;"4";0;1;0;1;1
"2019_1_2019036310";36;"Manga";10;"D";2;44;1;61386;4000;"2";0;2;0;1;1
"2019_1_2019036318";33;"Paso de la Arena";18;"A";2;81;1;50220;12000;"2";0;3;0;0;0
"2019_1_2019036319";18;"Jardines del Hipodromo";9;"F";2;50;1;23320;0;"1";0;1;0;0;0
"2019_1_2019036321";29;"Castro, P. Castellanos";11;"D";2;53;1;66552;0;"2";0;1;0;0;1
"2019_1_2019036326";22;"Cerro";17;"A";2;85;1;41193;15000;"1";0;1;0;0;1
"2019_1_2019036327";33;"Pe¦arol, Lavalleja";13;"G";2;55;1;42180;15000;"2";0;1;0;0;0
"2019_1_2019036332";18;"Punta Gorda";8;"E";2;66;1;239524;40000;"2";0;1;0;1;1
"2019_1_2019036340";23;"La Paloma, Tomkinson";18;"A";2;72;1;23220;8000;"1";0;1;0;0;0
"2019_1_2019036344";33;"Tres Cruces";4;"CH";1;27;1;52271;0;"1";0;1;0;0;1
"2019_1_2019036347";22;"Pque. Batlle, V. Dolores";4;"CH";2;66;1;107262;20000;"1";0;1;0;1;1
"2019_1_2019036348";25;"Flor de Maro¦as";9;"F";2;60;1;56024;13000;"2";0;1;0;0;1
"2019_1_2019036349";16;"Aguada";1;"B";2;36;1;71118;16000;"1";0;1;0;0;1
"2019_1_2019036350";41;"Malvin";7;"E";2;44;1;145818,666666667;40000;"4";0;1;0;1;1
"2019_1_2019036353";41;"Pocitos";5;"CH";1;40;1;128772;0;"4";0;1;1;1;1
"2019_1_2019036357";40;"Cerro";17;"A";1;43;1;50048;15000;"4";0;1;1;0;1
"2019_1_2019036359";41;"Parque Rodo";2;"B";2;41;1;103152;0;"4";0;1;0;0;1
"2019_1_2019036368";45;"Paso de la Arena";18;"A";2;45;1;90084;15000;"4";0;1;0;0;1
"2019_1_2019036369";22;"Casabo, Pajas Blancas";17;"A";2;67;1;35588;12000;"1";0;1;1;0;1
"2019_1_2019036374";42;"Flor de Maro¦as";9;"F";2;53;1;87864;12000;"4";0;2;0;1;1
"2019_1_2019036375";38;"Buceo";6;"E";1;344;1;NA;12000;"---";1;2;0;1;0
"2019_1_2019036382";31;"Ciudad Vieja";1;"B";2;83;1;185542;25000;"2";0;1;0;0;1
"2019_1_2019036388";35;"Pocitos";5;"CH";1;38;1;273750,666666667;40000;"4";0;1;0;1;1
"2019_1_2019036395";40;"Las Canteras";8;"E";2;40;1;34542;10000;"3";1;2;1;1;1
"2019_1_2019036397";30;"Brazo Oriental";15;"C";1;61;1;111917;0;"2";0;1;0;1;1
"2019_1_2019036406";22;"Villa Mu¦oz, Retiro";2;"B";2;75;1;24220;0;"1";0;1;0;0;1
"2019_1_2019036407";20;"Punta Carretas";5;"CH";2;93;1;163118;60000;"1";0;1;0;0;1
"2019_1_2019036414";42;"Larra¦aga";3;"C";2;38;1;94312;0;"4";0;1;0;1;1
"2019_1_2019036415";22;"La Figurita";3;"C";2;81;1;32288;18000;"1";0;1;0;0;0
"2019_1_2019036420";16;"Pocitos";5;"CH";2;53;1;49118;0;"1";0;1;0;1;1
"2019_1_2019036424";24;"Prado, Nueva Savona";14;"A";1;55;1;47000;12000;"1";0;2;0;1;0
