"correlativ";"w";"nombarrio";"ccz";"municipio";"e26";"e27";"e30";"ht11";"ht13";"ht19";"pobre";"VivAdec";"desocupado";"Auto";"Internet"
"2019_1_2019047258";32;"La Comercial";2;"B";1;51;1;123530,666666667;15000;"3";0;1;0;1;1
"2019_1_2019047262";43;"La Teja";14;"A";1;24;1;43937,6666666667;0;"2";0;1;1;0;1
"2019_1_2019047269";35;"Cordon";2;"B";2;41;1;111076;0;"3";0;1;0;1;1
"2019_1_2019047271";32;"Las Acacias";11;"D";2;78;1;53576;12000;"2";0;1;0;0;1
"2019_1_2019047272";39;"Union";6;"E";1;51;1;116579;25000;"4";0;2;0;1;1
"2019_1_2019047273";37;"Pque. Batlle, V. Dolores";5;"CH";2;26;1;211644;0;"2";0;1;0;1;1
"2019_1_2019047275";32;"La Teja";14;"A";2;72;1;38860;0;"3";0;1;1;0;0
"2019_1_2019047276";16;"Punta Gorda";7;"E";2;85;1;74520;30000;"1";0;1;0;0;0
"2019_1_2019047277";42;"Las Canteras";8;"E";1;28;1;79576;18000;"2";0;1;0;1;1
"2019_1_2019047278";39;"Villa Espa¦ola";9;"F";2;55;1;117334;15000;"4";0;1;0;1;1
"2019_1_2019047279";44;"Pocitos";5;"CH";1;49;1;104642;0;"3";0;1;0;1;1
"2019_1_2019047284";17;"Maro¦as, Parque Guarani";9;"F";2;45;1;44088;11000;"1";0;1;0;0;1
"2019_1_2019047286";49;"Jardines del Hipodromo";9;"F";2;45;1;66428;15000;"4";0;2;0;1;1
"2019_1_2019047292";29;"Villa Garcia, Manga Rur.";9;"F";2;49;1;31664;7000;"2";0;2;0;0;0
"2019_1_2019047294";42;"Malvin";7;"E";2;43;1;88019;0;"4";0;1;0;0;1
"2019_1_2019047302";40;"Aguada";1;"B";2;42;1;138631,333333333;25000;"4";0;1;0;1;1
"2019_1_2019047304";16;"Pocitos";5;"CH";2;52;1;70697;22000;"1";0;1;0;1;0
"2019_1_2019047306";20;"Punta Carretas";5;"CH";2;67;1;49097;0;"1";0;1;0;0;1
"2019_1_2019047307";30;"Villa Espa¦ola";11;"D";1;83;1;96576;15000;"2";0;1;0;0;1
"2019_1_2019047309";25;"Pque. Batlle, V. Dolores";5;"CH";1;56;1;54530,3333333333;18000;"1";0;1;0;0;1
"2019_1_2019047312";39;"Flor de Maro¦as";9;"F";2;53;1;80660;14000;"4";0;1;0;0;1
"2019_1_2019047317";25;"Punta Carretas";5;"CH";2;23;1;37920;0;"1";0;1;0;0;1
"2019_1_2019047318";39;"Union";6;"E";1;46;1;117802;25000;"4";0;1;0;1;1
"2019_1_2019047322";18;"Capurro, Bella Vista";16;"C";2;59;1;26771;12000;"1";0;1;0;0;1
"2019_1_2019047323";21;"Carrasco";8;"E";1;92;1;219886;40000;"2";0;1;0;1;1
"2019_1_2019047325";31;"Parque Rodo";2;"B";1;69;1;424886;30000;"2";0;1;0;1;1
"2019_1_2019047326";40;"Malvin Norte";6;"E";1;38;1;170652;17500;"4";0;1;0;1;1
"2019_1_2019047331";37;"Buceo";5;"CH";2;73;1;101292,666666667;25000;"2";0;1;0;0;1
"2019_1_2019047334";41;"Colon Centro y Noroeste";12;"G";1;66;1;116700;17000;"6";0;2;0;1;1
"2019_1_2019047335";44;"Malvin";6;"E";2;74;1;70428;0;"2";0;1;0;0;1
"2019_1_2019047336";36;"Villa Garcia, Manga Rur.";9;"F";1;48;1;55360;10000;"2";0;3;0;0;1
"2019_1_2019047352";28;"La Blanqueada";4;"CH";1;65;1;139524;20000;"2";0;1;0;1;1
"2019_1_2019047356";31;"Cerro";17;"A";1;80;1;111236;12000;"2";0;1;0;1;0
"2019_1_2019047357";21;"Pocitos";5;"CH";1;55;1;98953;0;"1";0;1;0;0;1
"2019_1_2019047358";36;"Villa Espa¦ola";11;"D";1;56;1;136378;15000;"3";0;1;0;0;1
"2019_1_2019047361";44;"Buceo";7;"E";2;70;1;70854;0;"2";0;1;0;1;1
"2019_1_2019047362";36;"Pocitos";5;"CH";1;42;1;58360;0;"2";0;1;0;0;1
"2019_1_2019047367";31;"Flor de Maro¦as";9;"F";2;71;1;40504;14000;"2";0;1;0;0;1
"2019_1_2019047368";14;"Malvin";7;"E";2;45;1;596326;72000;"2";0;1;0;1;1
"2019_1_2019047371";52;"Casabo, Pajas Blancas";17;"A";1;48;1;38714;9000;"4";1;3;1;0;0
"2019_1_2019047379";29;"Centro";1;"B";2;23;1;33062;0;"1";0;1;0;0;1
"2019_1_2019047389";43;"Manga, Toledo Chico";10;"D";1;31;1;54737;11000;"1";0;2;0;0;0
"2019_1_2019047390";41;"Larra¦aga";3;"C";1;32;1;158310;22000;"1";0;1;0;1;1
"2019_1_2019047391";36;"Lezica, Melilla";12;"G";2;31;1;91076;0;"2";0;1;0;1;1
"2019_1_2019047393";28;"Flor de Maro¦as";9;"F";1;70;1;74440;12000;"2";0;1;0;1;0
"2019_1_2019047395";25;"Brazo Oriental";15;"C";1;64;1;42867;30000;"1";0;1;0;0;0
"2019_1_2019047396";46;"Lezica, Melilla";12;"G";1;20;1;27876;3000;"3";1;3;0;0;0
"2019_1_2019047400";23;"Barrio Sur";2;"B";2;40;1;96360;0;"2";0;1;0;0;1
"2019_1_2019047407";46;"Casavalle";11;"D";1;40;1;58972;12000;"4";0;3;0;0;0
"2019_1_2019047416";42;"Aguada";1;"B";1;48;1;110199;20000;"3";0;1;0;1;1
"2019_1_2019047425";27;"Carrasco";8;"E";1;54;1;339894,666666667;70000;"6";0;1;0;1;1
"2019_1_2019047429";29;"La Blanqueada";6;"E";2;26;1;42214;0;"1";0;1;0;0;1
"2019_1_2019047430";47;"Ciudad Vieja";1;"B";2;49;1;138827;24000;"5";0;1;0;1;1
"2019_1_2019047432";35;"Malvin";6;"E";2;39;1;67142,1666666667;0;"3";0;1;0;0;1
"2019_1_2019047433";45;"Nuevo Paris";13;"G";2;22;1;48956;10000;"4";0;3;0;0;1
"2019_1_2019047435";23;"Colon Centro y Noroeste";12;"G";2;85;1;93288;16000;"1";0;1;0;0;1
"2019_1_2019047437";36;"La Figurita";3;"C";2;56;1;144642;16000;"3";0;1;0;0;1
"2019_1_2019047446";47;"Nuevo Paris";14;"A";1;32;1;32742;10000;"3";1;1;0;1;1
"2019_1_2019047447";37;"Paso de las Duranas";13;"G";1;62;1;390833,333333333;60000;"3";0;1;0;1;1
"2019_1_2019047453";39;"Capurro, Bella Vista";16;"C";1;30;1;59166,6666666667;0;"1";0;1;0;1;1
"2019_1_2019047459";26;"Punta Gorda";8;"E";1;52;1;86000;75000;"3";0;1;0;1;1
"2019_1_2019047460";40;"Aguada";3;"C";1;49;1;101856;15000;"4";0;1;0;1;1
"2019_1_2019047464";43;"Centro";1;"B";2;42;1;118656;18000;"4";0;1;0;1;1
"2019_1_2019047466";29;"Palermo";2;"B";2;64;1;69360;0;"2";0;1;0;0;1
"2019_1_2019047467";22;"Sayago";13;"G";2;76;1;33071;15000;"1";0;1;0;0;0
"2019_1_2019047473";26;"Las Canteras";9;"F";2;72;1;54324;25000;"2";0;1;0;0;1
"2019_1_2019047477";47;"Villa Espa¦ola";11;"D";2;50;1;73581,5;0;"5";0;1;0;0;0
"2019_1_2019047489";24;"Manga";11;"D";2;76;1;26092;8000;"1";0;1;0;0;0
"2019_1_2019047492";44;"La Blanqueada";4;"CH";1;49;1;273984;20000;"2";0;1;0;1;1
"2019_1_2019047503";18;"Flor de Maro¦as";9;"F";2;62;1;25220;9000;"1";0;1;0;0;1
"2019_1_2019047504";20;"Punta Carretas";5;"CH";2;84;1;139120;30000;"1";0;1;0;0;1
"2019_1_2019047509";38;"Jacinto Vera";3;"C";1;45;1;85379;20000;"3";0;2;0;0;1
"2019_1_2019047513";40;"Las Canteras";6;"E";2;52;1;72225;10000;"8";1;1;0;0;0
"2019_1_2019047518";35;"Pocitos";5;"CH";2;52;1;89271;20000;"2";0;1;0;0;1
"2019_1_2019047520";22;"Cordon";2;"B";2;80;1;38193;16000;"1";0;1;0;0;0
"2019_1_2019047526";37;"Pocitos";5;"CH";1;74;1;115117;18000;"3";0;1;0;1;1
"2019_1_2019047531";57;"Mercado Modelo, Bolivar";11;"D";1;40;1;42200;20000;"5";1;3;0;0;0
"2019_1_2019047533";41;"Villa Espa¦ola";11;"D";1;43;1;39340;0;"4";1;1;0;1;1
"2019_1_2019047535";40;"La Teja";14;"A";1;37;1;53586,5;0;"4";0;3;0;0;0
"2019_1_2019047537";49;"Malvin";7;"E";1;61;1;146270;20000;"5";0;1;0;1;1
"2019_1_2019047546";22;"Cerrito";11;"D";2;68;1;39197;15000;"1";0;1;0;0;1
"2019_1_2019047547";28;"Reducto";3;"C";2;20;1;15189;0;"1";0;1;0;0;1
"2019_1_2019047557";23;"Union";11;"D";2;65;1;69118;11000;"1";0;2;0;0;1
"2019_1_2019047559";41;"Punta Carretas";5;"CH";2;27;1;128124;0;"2";0;1;0;1;1
"2019_1_2019047560";41;"Belvedere";14;"A";1;42;1;179440;20000;"5";0;1;0;1;1
"2019_1_2019047567";32;"Belvedere";14;"A";2;33;1;42371;0;"3";0;1;0;0;0
"2019_1_2019047569";29;"Union";6;"E";1;52;1;47394;14000;"2";0;1;0;1;1
"2019_1_2019047572";36;"Malvin Norte";6;"E";2;63;1;125926,333333333;18000;"3";0;1;0;0;1
"2019_1_2019047573";50;"Casavalle";11;"D";2;48;1;166488,5;6000;"17";0;3;0;1;0
"2019_1_2019047584";52;"Buceo";5;"CH";1;46;1;64360;0;"2";0;1;0;0;1
"2019_1_2019047590";29;"Parque Rodo";2;"B";2;29;1;67124;20000;"1";0;1;0;0;1
"2019_1_2019047592";21;"Pocitos";5;"CH";1;60;1;151363,666666667;0;"1";0;1;0;1;1
"2019_1_2019047594";40;"Prado, Nueva Savona";14;"A";1;36;1;117445,5;0;"4";0;2;0;1;0
"2019_1_2019047596";35;"Pocitos";5;"CH";1;33;1;64789;0;"1";0;1;0;1;0
"2019_1_2019047619";20;"Punta Carretas";5;"CH";2;71;1;185000;35000;"1";0;1;0;0;1
"2019_1_2019047621";28;"Larra¦aga";3;"C";2;62;1;54524;16000;"2";0;1;0;0;1
"2019_1_2019047622";20;"Punta Carretas";5;"CH";2;77;1;29788;15000;"1";0;1;0;0;0
"2019_1_2019047629";27;"Pe¦arol, Lavalleja";13;"G";2;43;1;45736;0;"2";0;1;0;1;1
"2019_1_2019047631";33;"Lezica, Melilla";12;"G";2;56;1;195576;25000;"3";0;1;0;1;1
"2019_1_2019047633";37;"Paso de las Duranas";13;"G";1;63;1;92567;20000;"3";0;1;0;1;1
"2019_1_2019047634";17;"Sayago";13;"G";2;63;1;41469;12000;"1";0;1;0;0;1
"2019_1_2019047638";24;"Paso de la Arena";18;"A";2;68;1;14700;3000;"1";0;3;0;0;0
"2019_1_2019047643";29;"Prado, Nueva Savona";16;"C";1;23;1;38771;18000;"1";0;1;1;0;1
"2019_1_2019047645";49;"Pocitos";5;"CH";1;39;1;57567;0;"2";0;1;0;0;1
"2019_1_2019047649";31;"Pta. Rieles, Bella Italia";9;"F";1;26;1;69782;14000;"2";0;1;0;0;1
"2019_1_2019047654";39;"Parque Rodo";2;"B";2;39;1;130660;25000;"3";0;1;0;1;1
"2019_1_2019047655";43;"Cerrito";11;"D";1;47;1;67067;0;"3";0;1;0;0;1
"2019_1_2019047667";22;"Castro, P. Castellanos";11;"D";2;98;1;30288;5000;"1";0;2;0;0;0
"2019_1_2019047673";41;"Pque. Batlle, V. Dolores";5;"CH";1;31;1;68084;14000;"4";0;1;0;1;0
"2019_1_2019047678";24;"Palermo";2;"B";1;62;1;202197;20000;"1";0;1;0;0;0
