"correlativ";"w";"nombarrio";"ccz";"municipio";"e26";"e27";"e30";"desocupado";"ocupados";"subempleo";"pobpcoac";"TotEduc"
"2019_1_2019042525";44;"Casabo, Pajas Blancas";17;"A";2;3;11;0;0;0;1;"0"
"2019_1_2019042525";44;"Casabo, Pajas Blancas";17;"A";1;8;11;0;0;0;1;"1"
"2019_1_2019042525";44;"Casabo, Pajas Blancas";17;"A";1;1;11;0;0;0;1;"0"
"2019_1_2019042525";44;"Casabo, Pajas Blancas";17;"A";1;60;1;0;1;0;2;"7"
"2019_1_2019042525";44;"Casabo, Pajas Blancas";17;"A";2;23;4;0;0;0;11;"8"
"2019_1_2019042525";44;"Casabo, Pajas Blancas";17;"A";1;13;11;0;0;0;1;"5"
"2019_1_2019042525";44;"Casabo, Pajas Blancas";17;"A";2;30;4;0;1;0;2;"8"
"2019_1_2019042526";46;"Tres Cruces";2;"B";2;25;13;0;1;0;2;"15"
"2019_1_2019042526";46;"Tres Cruces";2;"B";2;23;13;0;1;0;2;"15"
"2019_1_2019042526";46;"Tres Cruces";2;"B";2;23;1;0;1;0;2;"14"
"2019_1_2019042527";32;"Sayago";13;"G";2;62;2;0;0;0;9;"12"
"2019_1_2019042527";32;"Sayago";13;"G";1;61;1;0;1;0;2;"11"
"2019_1_2019042527";32;"Sayago";13;"G";2;33;3;0;1;0;2;"12"
"2019_1_2019042527";32;"Sayago";13;"G";1;67;9;0;0;0;10;"8"
"2019_1_2019042534";30;"Mercado Modelo, Bolivar";11;"D";2;68;2;0;1;0;2;"12"
"2019_1_2019042534";30;"Mercado Modelo, Bolivar";11;"D";1;67;1;0;1;0;2;"10"
"2019_1_2019042539";23;"Tres Cruces";2;"B";2;76;1;0;1;0;2;"23"
"2019_1_2019042545";42;"Mercado Modelo, Bolivar";3;"C";1;38;2;0;1;0;2;"15"
"2019_1_2019042545";42;"Mercado Modelo, Bolivar";3;"C";2;38;1;0;1;0;2;"16"
"2019_1_2019042545";42;"Mercado Modelo, Bolivar";3;"C";1;9;3;0;0;0;1;"3"
"2019_1_2019042545";42;"Mercado Modelo, Bolivar";3;"C";1;11;3;0;0;0;1;"5"
"2019_1_2019042550";27;"Pque. Batlle, V. Dolores";5;"CH";1;81;1;0;0;0;10;"8"
"2019_1_2019042550";27;"Pque. Batlle, V. Dolores";5;"CH";2;79;2;0;0;0;9;"8"
"2019_1_2019042551";34;"Carrasco Norte";8;"E";1;0;3;0;0;0;1;"0"
"2019_1_2019042551";34;"Carrasco Norte";8;"E";1;40;1;1;0;0;4;"14"
"2019_1_2019042551";34;"Carrasco Norte";8;"E";2;35;2;0;1;0;2;"23"
"2019_1_2019042554";48;"Pque. Batlle, V. Dolores";5;"CH";2;26;2;0;1;0;2;"15"
"2019_1_2019042554";48;"Pque. Batlle, V. Dolores";5;"CH";2;19;4;0;0;0;7;"13"
"2019_1_2019042554";48;"Pque. Batlle, V. Dolores";5;"CH";1;12;4;0;0;0;1;"6"
"2019_1_2019042554";48;"Pque. Batlle, V. Dolores";5;"CH";1;43;1;0;1;0;2;"12"
"2019_1_2019042558";37;"Ituzaingo";9;"F";2;53;1;0;0;0;6;"9"
"2019_1_2019042558";37;"Ituzaingo";9;"F";1;57;2;0;1;0;2;"12"
"2019_1_2019042558";37;"Ituzaingo";9;"F";1;22;3;0;1;1;2;"6"
"2019_1_2019042559";32;"La Paloma, Tomkinson";17;"A";1;1;4;0;0;0;1;"0"
"2019_1_2019042559";32;"La Paloma, Tomkinson";17;"A";2;31;1;0;1;1;2;"6"
"2019_1_2019042559";32;"La Paloma, Tomkinson";17;"A";2;8;4;0;0;0;1;"1"
"2019_1_2019042560";41;"Ituzaingo";9;"F";2;17;3;0;0;0;7;"11"
"2019_1_2019042560";41;"Ituzaingo";9;"F";2;46;1;0;1;0;2;"14"
"2019_1_2019042560";41;"Ituzaingo";9;"F";1;46;2;0;1;0;2;"15"
"2019_1_2019042560";41;"Ituzaingo";9;"F";2;14;3;0;0;0;7;"8"
"2019_1_2019042562";32;"Nuevo Paris";14;"A";2;68;2;0;0;0;10;"12"
"2019_1_2019042562";32;"Nuevo Paris";14;"A";1;72;1;0;0;0;10;"9"
"2019_1_2019042567";33;"Union";6;"E";2;52;1;0;1;0;2;"16"
"2019_1_2019042567";33;"Union";6;"E";1;28;4;0;1;0;2;"15"
"2019_1_2019042569";41;"Cerrito";11;"D";2;43;2;0;1;0;2;"12"
"2019_1_2019042569";41;"Cerrito";11;"D";1;7;3;0;0;0;1;"1"
"2019_1_2019042569";41;"Cerrito";11;"D";1;40;1;0;1;0;2;"16"
"2019_1_2019042569";41;"Cerrito";11;"D";1;11;3;0;0;0;1;"4"
"2019_1_2019042571";38;"La Figurita";3;"C";1;49;2;0;1;0;2;"9"
"2019_1_2019042571";38;"La Figurita";3;"C";2;54;1;0;1;0;2;"12"
"2019_1_2019042575";28;"Punta Gorda";7;"E";1;13;3;0;0;0;1;"8"
"2019_1_2019042575";28;"Punta Gorda";7;"E";2;12;3;0;0;0;1;"6"
"2019_1_2019042575";28;"Punta Gorda";7;"E";1;16;3;0;0;0;7;"10"
"2019_1_2019042575";28;"Punta Gorda";7;"E";2;51;1;0;1;0;2;"18"
"2019_1_2019042575";28;"Punta Gorda";7;"E";1;55;2;0;1;0;2;"17"
"2019_1_2019042577";20;"Malvin";7;"E";2;70;1;0;0;0;10;"8"
"2019_1_2019042580";27;"Carrasco";8;"E";1;43;3;0;1;0;2;"17"
"2019_1_2019042580";27;"Carrasco";8;"E";1;66;1;0;0;0;10;"16"
"2019_1_2019042580";27;"Carrasco";8;"E";2;64;2;0;0;0;10;"16"
"2019_1_2019042581";43;"Maro¦as, Parque Guarani";9;"F";1;63;1;0;0;0;6;"4"
"2019_1_2019042581";43;"Maro¦as, Parque Guarani";9;"F";1;41;12;0;1;0;2;"11"
"2019_1_2019042589";16;"Cordon";2;"B";2;31;1;0;1;0;2;"18"
"2019_1_2019042593";30;"Punta Carretas";5;"CH";1;68;1;0;1;0;2;"20"
"2019_1_2019042593";30;"Punta Carretas";5;"CH";1;17;3;0;0;0;7;"9"
"2019_1_2019042593";30;"Punta Carretas";5;"CH";2;48;2;0;1;0;2;"17"
"2019_1_2019042594";57;"Casavalle";10;"D";1;40;4;1;0;0;4;"6"
"2019_1_2019042594";57;"Casavalle";10;"D";2;71;1;0;0;0;10;"4"
"2019_1_2019042594";57;"Casavalle";10;"D";1;49;4;1;0;0;4;"6"
"2019_1_2019042594";57;"Casavalle";10;"D";1;18;11;1;0;0;3;"7"
"2019_1_2019042601";34;"Carrasco";8;"E";2;21;3;0;0;0;7;"14"
"2019_1_2019042601";34;"Carrasco";8;"E";1;11;3;0;0;0;1;"5"
"2019_1_2019042601";34;"Carrasco";8;"E";2;19;3;0;0;0;7;"13"
"2019_1_2019042601";34;"Carrasco";8;"E";1;16;3;0;0;0;7;"10"
"2019_1_2019042601";34;"Carrasco";8;"E";2;47;2;0;1;0;2;"16"
"2019_1_2019042601";34;"Carrasco";8;"E";1;15;3;0;0;0;7;"8"
"2019_1_2019042601";34;"Carrasco";8;"E";1;49;1;0;1;0;2;"20"
"2019_1_2019042601";34;"Carrasco";8;"E";1;5;3;0;0;0;1;"0"
"2019_1_2019042602";42;"Prado, Nueva Savona";14;"A";1;27;2;0;1;0;2;"9"
"2019_1_2019042602";42;"Prado, Nueva Savona";14;"A";2;28;1;0;1;0;2;"12"
"2019_1_2019042607";16;"Punta Carretas";5;"CH";2;61;1;0;1;0;2;"18"
"2019_1_2019042608";23;"Mercado Modelo, Bolivar";3;"C";2;80;1;0;0;0;9;"5"
"2019_1_2019042619";41;"Capurro, Bella Vista";16;"C";2;36;1;0;1;0;2;"23"
"2019_1_2019042619";41;"Capurro, Bella Vista";16;"C";1;37;2;0;1;0;2;"19"
"2019_1_2019042619";41;"Capurro, Bella Vista";16;"C";1;2;3;0;0;0;1;"0"
"2019_1_2019042619";41;"Capurro, Bella Vista";16;"C";2;5;3;0;0;0;1;"0"
"2019_1_2019042622";18;"Pocitos";5;"CH";1;67;1;0;0;0;6;"6"
"2019_1_2019042626";31;"Prado, Nueva Savona";16;"C";2;68;2;0;0;0;6;"12"
"2019_1_2019042626";31;"Prado, Nueva Savona";16;"C";1;70;1;0;1;0;2;"13"
"2019_1_2019042627";29;"Ciudad Vieja";1;"B";1;50;2;0;1;0;2;"11"
"2019_1_2019042627";29;"Ciudad Vieja";1;"B";2;54;1;0;1;0;2;"19"
"2019_1_2019042641";44;"Buceo";7;"E";2;28;9;NA;NA;NA;NA;"---"
"2019_1_2019042641";44;"Buceo";7;"E";1;27;1;0;1;0;2;"16"
"2019_1_2019042644";27;"Pocitos";5;"CH";2;77;2;0;0;0;10;"10"
"2019_1_2019042644";27;"Pocitos";5;"CH";1;82;1;0;0;0;10;"12"
"2019_1_2019042649";38;"Union";6;"E";1;10;3;0;0;0;1;"3"
"2019_1_2019042649";38;"Union";6;"E";1;31;1;0;1;0;2;"12"
"2019_1_2019042649";38;"Union";6;"E";2;33;2;0;1;0;2;"13"
"2019_1_2019042652";33;"Manga, Toledo Chico";10;"D";2;73;2;0;0;0;6;"6"
"2019_1_2019042652";33;"Manga, Toledo Chico";10;"D";1;70;1;0;1;0;2;"6"
"2019_1_2019042652";33;"Manga, Toledo Chico";10;"D";2;41;3;0;1;0;2;"15"
"2019_1_2019042653";28;"Carrasco Norte";8;"E";2;59;1;0;0;0;9;"10"
"2019_1_2019042653";28;"Carrasco Norte";8;"E";1;72;9;0;0;0;10;"9"
"2019_1_2019042653";28;"Carrasco Norte";8;"E";2;70;9;0;0;0;10;"6"
"2019_1_2019042654";39;"Nuevo Paris";13;"G";1;44;1;0;1;0;2;"6"
"2019_1_2019042654";39;"Nuevo Paris";13;"G";2;36;2;0;0;0;6;"8"
"2019_1_2019042654";39;"Nuevo Paris";13;"G";1;9;3;0;0;0;1;"2"
"2019_1_2019042655";31;"Union";6;"E";2;64;1;0;0;0;10;"13"
"2019_1_2019042655";31;"Union";6;"E";2;23;4;0;1;0;2;"16"
"2019_1_2019042656";23;"Mercado Modelo, Bolivar";3;"C";2;86;1;0;0;0;10;"3"
"2019_1_2019042659";23;"Union";6;"E";2;97;1;0;0;0;10;"10"
"2019_1_2019042660";32;"La Figurita";3;"C";2;73;1;0;0;0;10;"6"
"2019_1_2019042660";32;"La Figurita";3;"C";2;98;7;0;0;0;10;"2"
"2019_1_2019042661";21;"Ciudad Vieja";1;"B";1;65;1;0;1;0;2;"15"
"2019_1_2019042666";38;"Malvin Norte";6;"E";2;37;1;0;1;0;2;"12"
"2019_1_2019042666";38;"Malvin Norte";6;"E";1;1;3;0;0;0;1;"0"
"2019_1_2019042666";38;"Malvin Norte";6;"E";1;36;2;0;1;0;2;"9"
"2019_1_2019042668";37;"Palermo";2;"B";1;66;1;0;1;0;2;"6"
"2019_1_2019042668";37;"Palermo";2;"B";1;6;11;0;0;0;1;"0"
"2019_1_2019042668";37;"Palermo";2;"B";2;28;4;0;1;0;2;"9"
"2019_1_2019042676";52;"Atahualpa";15;"C";1;49;1;0;1;0;2;"15"
"2019_1_2019042676";52;"Atahualpa";15;"C";1;24;13;0;1;0;2;"15"
"2019_1_2019042678";19;"Punta Gorda";7;"E";1;67;1;0;1;0;2;"10"
"2019_1_2019042678";19;"Punta Gorda";7;"E";2;54;2;0;1;0;2;"12"
"2019_1_2019042678";19;"Punta Gorda";7;"E";1;3;11;0;0;0;1;"0"
"2019_1_2019042678";19;"Punta Gorda";7;"E";2;34;3;0;1;0;2;"18"
"2019_1_2019042678";19;"Punta Gorda";7;"E";1;22;3;0;0;0;11;"12"
"2019_1_2019042679";31;"La Paloma, Tomkinson";18;"A";1;58;1;0;1;0;2;"4"
"2019_1_2019042679";31;"La Paloma, Tomkinson";18;"A";2;52;2;0;1;0;2;"6"
"2019_1_2019042680";16;"Cordon";2;"B";2;36;1;0;1;0;2;"18"
"2019_1_2019042682";36;"Pe¦arol, Lavalleja";13;"G";1;63;2;0;1;0;2;"5"
"2019_1_2019042682";36;"Pe¦arol, Lavalleja";13;"G";2;60;1;0;0;0;6;"6"
"2019_1_2019042682";36;"Pe¦arol, Lavalleja";13;"G";2;10;5;0;0;0;1;"5"
"2019_1_2019042683";22;"Malvin Norte";6;"E";2;82;1;0;0;0;10;"9"
"2019_1_2019042690";46;"Ba¦ados de Carrasco";9;"F";2;38;2;0;1;0;2;"6"
"2019_1_2019042690";46;"Ba¦ados de Carrasco";9;"F";1;48;1;0;1;0;2;"7"
"2019_1_2019042690";46;"Ba¦ados de Carrasco";9;"F";1;14;3;0;0;0;7;"8"
"2019_1_2019042690";46;"Ba¦ados de Carrasco";9;"F";2;19;3;0;0;0;7;"12"
"2019_1_2019042690";46;"Ba¦ados de Carrasco";9;"F";2;16;3;0;0;0;7;"9"
"2019_1_2019042691";28;"Jardines del Hipodromo";9;"F";2;39;1;0;1;0;2;"9"
"2019_1_2019042691";28;"Jardines del Hipodromo";9;"F";2;70;7;0;1;0;2;"4"
"2019_1_2019042696";38;"Cerrito";11;"D";2;34;1;0;1;0;2;"16"
"2019_1_2019042696";38;"Cerrito";11;"D";1;35;2;0;1;0;2;"11"
"2019_1_2019042697";23;"Cordon";2;"B";2;65;1;0;0;0;10;"21"
"2019_1_2019042699";30;"Villa Espa¦ola";11;"D";2;67;2;0;1;0;2;"17"
"2019_1_2019042699";30;"Villa Espa¦ola";11;"D";1;66;1;0;1;0;2;"15"
"2019_1_2019042700";24;"Piedras Blancas";9;"F";2;68;1;0;0;0;9;"6"
"2019_1_2019042701";44;"Castro, P. Castellanos";11;"D";1;15;3;0;0;0;7;"10"
"2019_1_2019042701";44;"Castro, P. Castellanos";11;"D";2;14;3;0;0;0;7;"8"
"2019_1_2019042701";44;"Castro, P. Castellanos";11;"D";1;36;2;0;1;0;2;"9"
"2019_1_2019042701";44;"Castro, P. Castellanos";11;"D";2;33;1;0;1;0;2;"11"
"2019_1_2019042705";57;"Larra¦aga";3;"C";1;30;1;0;1;0;2;"14"
"2019_1_2019042705";57;"Larra¦aga";3;"C";1;31;2;0;1;0;2;"13"
"2019_1_2019042710";32;"Belvedere";13;"G";2;78;12;0;0;0;9;"5"
"2019_1_2019042710";32;"Belvedere";13;"G";2;85;1;0;0;0;10;"4"
"2019_1_2019042716";29;"Cordon";2;"B";2;27;1;0;1;1;2;"13"
"2019_1_2019042719";39;"Ciudad Vieja";1;"B";1;36;1;0;1;0;2;"15"
"2019_1_2019042721";16;"Ciudad Vieja";1;"B";2;37;1;0;1;0;2;"18"
"2019_1_2019042722";30;"Pocitos";5;"CH";1;63;1;0;1;0;2;"23"
"2019_1_2019042722";30;"Pocitos";5;"CH";2;64;2;0;0;0;6;"14"
"2019_1_2019042725";24;"Casabo, Pajas Blancas";17;"A";2;83;1;0;0;0;9;"6"
"2019_1_2019042726";27;"Malvin";7;"E";2;82;1;0;0;0;10;"4"
"2019_1_2019042726";27;"Malvin";7;"E";1;92;2;0;0;0;10;"13"
"2019_1_2019042733";38;"Castro, P. Castellanos";11;"D";1;5;3;0;0;0;1;"0"
"2019_1_2019042733";38;"Castro, P. Castellanos";11;"D";2;40;1;0;1;0;2;"13"
"2019_1_2019042733";38;"Castro, P. Castellanos";11;"D";1;45;2;0;1;0;2;"11"
"2019_1_2019042742";32;"Cerro";17;"A";1;60;12;0;1;0;2;"15"
"2019_1_2019042742";32;"Cerro";17;"A";1;76;1;0;0;0;10;"6"
"2019_1_2019042743";40;"Malvin Norte";6;"E";1;40;1;0;1;0;2;"1"
"2019_1_2019042747";40;"Jardines del Hipodromo";9;"F";1;35;1;0;1;0;2;"11"
"2019_1_2019042748";43;"Villa Espa¦ola";11;"D";2;22;2;1;0;0;3;"6"
"2019_1_2019042748";43;"Villa Espa¦ola";11;"D";1;25;1;0;1;0;2;"10"
"2019_1_2019042748";43;"Villa Espa¦ola";11;"D";1;6;3;0;0;0;1;"0"
"2019_1_2019042750";45;"La Paloma, Tomkinson";17;"A";2;3;11;0;0;0;1;"0"
"2019_1_2019042750";45;"La Paloma, Tomkinson";17;"A";2;42;2;0;0;0;6;"6"
"2019_1_2019042750";45;"La Paloma, Tomkinson";17;"A";1;45;1;0;1;0;2;"9"
"2019_1_2019042750";45;"La Paloma, Tomkinson";17;"A";2;16;5;0;0;0;7;"8"
"2019_1_2019042750";45;"La Paloma, Tomkinson";17;"A";1;12;5;0;0;0;1;"6"
"2019_1_2019042750";45;"La Paloma, Tomkinson";17;"A";2;0;3;0;0;0;1;"0"
"2019_1_2019042750";45;"La Paloma, Tomkinson";17;"A";2;21;5;1;0;0;4;"8"
"2019_1_2019042753";20;"Pocitos";5;"CH";2;69;1;0;0;0;9;"11"
"2019_1_2019042755";35;"Buceo";5;"CH";1;45;1;0;1;0;2;"19"
"2019_1_2019042759";29;"Buceo";5;"CH";1;29;1;0;1;0;2;"13"
"2019_1_2019042760";29;"Pocitos";5;"CH";1;28;1;0;1;0;2;"12"
"2019_1_2019042764";41;"Malvin";7;"E";1;40;1;0;1;0;2;"15"
"2019_1_2019042767";42;"Belvedere";14;"A";1;48;4;0;1;0;2;"15"
"2019_1_2019042767";42;"Belvedere";14;"A";2;76;1;0;0;0;10;"11"
"2019_1_2019042768";31;"Ituzaingo";9;"F";2;77;1;0;0;0;10;"10"
"2019_1_2019042768";31;"Ituzaingo";9;"F";2;75;9;0;0;0;9;"9"
"2019_1_2019042769";18;"Cordon";2;"B";2;50;1;0;1;0;2;"12"
"2019_1_2019042778";37;"Aires Puros";15;"C";2;61;1;0;1;0;2;"11"
"2019_1_2019042778";37;"Aires Puros";15;"C";1;35;4;0;1;0;2;"17"
"2019_1_2019042787";35;"Pocitos";5;"CH";1;30;1;0;1;0;2;"10"
"2019_1_2019042791";44;"Casabo, Pajas Blancas";17;"A";2;36;6;1;0;0;4;"6"
"2019_1_2019042791";44;"Casabo, Pajas Blancas";17;"A";1;34;4;0;1;0;2;"8"
"2019_1_2019042791";44;"Casabo, Pajas Blancas";17;"A";2;54;1;0;1;0;2;"5"
"2019_1_2019042791";44;"Casabo, Pajas Blancas";17;"A";1;16;11;0;0;0;11;"8"
"2019_1_2019042806";20;"Pocitos";5;"CH";2;73;1;0;0;0;10;"12"
"2019_1_2019042807";27;"Pocitos";5;"CH";2;38;1;0;1;1;2;"20"
"2019_1_2019042807";27;"Pocitos";5;"CH";2;12;4;0;0;0;1;"6"
"2019_1_2019042812";44;"Cordon";2;"B";2;27;1;0;1;0;2;"18"
"2019_1_2019042812";44;"Cordon";2;"B";1;29;9;0;1;0;2;"12"
"2019_1_2019042818";39;"Aires Puros";11;"D";1;33;1;0;1;0;2;"11"
"2019_1_2019042824";22;"Maro¦as, Parque Guarani";9;"F";1;84;1;0;0;0;10;"6"
"2019_1_2019042830";33;"Cerrito";11;"D";1;57;4;0;1;0;2;"9"
"2019_1_2019042830";33;"Cerrito";11;"D";2;85;1;0;0;0;10;"4"
"2019_1_2019042838";36;"Union";11;"D";1;7;4;0;0;0;1;"1"
"2019_1_2019042838";36;"Union";11;"D";2;23;1;0;1;0;2;"10"
"2019_1_2019042840";37;"Malvin";7;"E";1;43;2;1;0;0;4;"16"
"2019_1_2019042840";37;"Malvin";7;"E";2;31;1;1;0;0;4;"12"
"2019_1_2019042840";37;"Malvin";7;"E";1;5;3;0;0;0;1;"0"
"2019_1_2019042840";37;"Malvin";7;"E";2;15;5;0;0;0;7;"9"
"2019_1_2019042842";39;"Capurro, Bella Vista";16;"C";1;26;3;0;1;0;2;"20"
"2019_1_2019042842";39;"Capurro, Bella Vista";16;"C";2;62;2;0;0;0;10;"11"
"2019_1_2019042842";39;"Capurro, Bella Vista";16;"C";1;64;1;0;0;0;10;"14"
"2019_1_2019042844";37;"Piedras Blancas";9;"F";2;30;4;0;1;0;2;"9"
"2019_1_2019042844";37;"Piedras Blancas";9;"F";1;9;11;0;0;0;1;"3"
"2019_1_2019042844";37;"Piedras Blancas";9;"F";2;2;11;0;0;0;1;"0"
"2019_1_2019042844";37;"Piedras Blancas";9;"F";2;64;1;1;0;0;4;"6"
"2019_1_2019042844";37;"Piedras Blancas";9;"F";1;4;11;0;0;0;1;"0"
"2019_1_2019042845";36;"Pocitos";5;"CH";2;32;2;0;1;0;2;"17"
"2019_1_2019042845";36;"Pocitos";5;"CH";1;30;1;0;1;0;2;"17"
"2019_1_2019042853";36;"Ituzaingo";9;"F";2;51;1;0;1;0;2;"10"
"2019_1_2019042853";36;"Ituzaingo";9;"F";1;22;4;0;0;0;7;"11"
"2019_1_2019042859";35;"Pocitos";5;"CH";2;45;2;0;1;0;2;"17"
"2019_1_2019042859";35;"Pocitos";5;"CH";1;48;1;0;1;0;2;"16"
"2019_1_2019042859";35;"Pocitos";5;"CH";2;9;3;0;0;0;1;"4"
"2019_1_2019042859";35;"Pocitos";5;"CH";2;14;5;0;0;0;7;"9"
"2019_1_2019042861";40;"Nuevo Paris";14;"A";2;15;3;0;0;0;7;"9"
"2019_1_2019042861";40;"Nuevo Paris";14;"A";2;18;3;1;0;0;3;"11"
"2019_1_2019042861";40;"Nuevo Paris";14;"A";2;46;2;0;1;1;2;"11"
"2019_1_2019042861";40;"Nuevo Paris";14;"A";1;53;1;0;1;0;2;"8"
"2019_1_2019042863";26;"Punta Gorda";7;"E";1;40;4;0;1;0;2;"12"
"2019_1_2019042863";26;"Punta Gorda";7;"E";2;80;1;0;0;0;9;"6"
"2019_1_2019042863";26;"Punta Gorda";7;"E";2;32;6;0;1;0;2;"10"
"2019_1_2019042869";32;"La Paloma, Tomkinson";17;"A";1;84;1;0;0;0;10;"6"
"2019_1_2019042869";32;"La Paloma, Tomkinson";17;"A";2;72;2;0;0;0;10;"6"
"2019_1_2019042875";36;"Jardines del Hipodromo";9;"F";2;15;4;0;0;0;7;"7"
"2019_1_2019042875";36;"Jardines del Hipodromo";9;"F";2;32;1;0;1;0;2;"6"
"2019_1_2019042875";36;"Jardines del Hipodromo";9;"F";2;1;4;0;0;0;1;"0"
"2019_1_2019042876";35;"Cerrito";11;"D";2;43;1;0;1;0;2;"18"
"2019_1_2019042876";35;"Cerrito";11;"D";1;15;4;0;0;0;7;"9"
"2019_1_2019042876";35;"Cerrito";11;"D";2;11;4;0;0;0;1;"5"
"2019_1_2019042877";37;"Ituzaingo";9;"F";2;24;4;1;0;0;4;"10"
"2019_1_2019042877";37;"Ituzaingo";9;"F";2;58;1;0;1;0;2;"10"
"2019_1_2019042877";37;"Ituzaingo";9;"F";2;2;11;0;0;0;1;"0"
"2019_1_2019042877";37;"Ituzaingo";9;"F";2;7;11;0;0;0;1;"1"
"2019_1_2019042881";45;"Manga, Toledo Chico";9;"F";2;61;2;0;1;0;2;"8"
"2019_1_2019042881";45;"Manga, Toledo Chico";9;"F";1;25;3;0;1;0;2;"9"
"2019_1_2019042881";45;"Manga, Toledo Chico";9;"F";1;64;1;0;0;0;10;"6"
"2019_1_2019042881";45;"Manga, Toledo Chico";9;"F";2;27;3;0;1;1;2;"12"
"2019_1_2019042882";37;"Villa Espa¦ola";9;"F";1;36;4;0;1;0;2;"10"
"2019_1_2019042882";37;"Villa Espa¦ola";9;"F";2;62;1;0;0;0;9;"8"
"2019_1_2019042884";20;"Maro¦as, Parque Guarani";9;"F";1;79;1;1;0;0;4;"10"
"2019_1_2019042886";36;"Malvin Norte";6;"E";2;23;5;1;0;0;4;"6"
"2019_1_2019042886";36;"Malvin Norte";6;"E";2;51;2;0;1;1;2;"11"
"2019_1_2019042886";36;"Malvin Norte";6;"E";1;54;1;0;1;1;2;"9"
"2019_1_2019042892";33;"Centro";1;"B";1;29;1;0;1;0;2;"22"
"2019_1_2019042895";39;"Union";6;"E";1;31;1;0;1;0;2;"9"
"2019_1_2019042898";38;"Union";6;"E";2;34;2;0;1;0;2;"12"
"2019_1_2019042898";38;"Union";6;"E";1;30;1;0;1;0;2;"9"
"2019_1_2019042898";38;"Union";6;"E";2;13;5;0;0;0;1;"7"
"2019_1_2019042905";41;"La Comercial";3;"C";2;45;1;0;1;0;2;"7"
"2019_1_2019042905";41;"La Comercial";3;"C";1;56;2;0;1;0;2;"9"
"2019_1_2019042905";41;"La Comercial";3;"C";1;15;3;0;0;0;7;"7"
"2019_1_2019042905";41;"La Comercial";3;"C";1;20;3;0;0;0;6;"7"
"2019_1_2019042908";23;"Cordon";2;"B";2;85;1;0;0;0;10;"10"
"2019_1_2019042913";41;"Malvin Norte";6;"E";2;37;1;0;1;0;2;"11"
"2019_1_2019042913";41;"Malvin Norte";6;"E";1;7;3;0;0;0;1;"1"
"2019_1_2019042913";41;"Malvin Norte";6;"E";1;41;2;0;1;0;2;"11"
"2019_1_2019042914";49;"Paso de la Arena";18;"A";1;18;3;0;1;0;2;"8"
"2019_1_2019042914";49;"Paso de la Arena";18;"A";1;39;1;0;1;0;2;"8"
"2019_1_2019042914";49;"Paso de la Arena";18;"A";2;36;2;0;1;0;2;"5"
"2019_1_2019042914";49;"Paso de la Arena";18;"A";2;17;6;0;0;0;6;"6"
"2019_1_2019042914";49;"Paso de la Arena";18;"A";2;14;3;0;0;0;7;"6"
"2019_1_2019042914";49;"Paso de la Arena";18;"A";1;16;3;0;0;0;9;"4"
"2019_1_2019042917";42;"Nuevo Paris";14;"A";1;53;2;0;1;0;2;"9"
"2019_1_2019042917";42;"Nuevo Paris";14;"A";2;22;3;0;1;0;2;"11"
"2019_1_2019042917";42;"Nuevo Paris";14;"A";2;51;1;1;0;0;3;"12"
"2019_1_2019042917";42;"Nuevo Paris";14;"A";1;25;3;1;0;0;4;"14"
"2019_1_2019042918";33;"Parque Rodo";2;"B";1;22;1;1;0;0;4;"15"
"2019_1_2019042920";35;"Larra¦aga";3;"C";1;9;4;0;0;0;1;"3"
"2019_1_2019042920";35;"Larra¦aga";3;"C";1;14;4;0;0;0;7;"8"
"2019_1_2019042920";35;"Larra¦aga";3;"C";2;52;1;0;0;0;10;"18"
"2019_1_2019042925";26;"Sayago";13;"G";2;9;4;0;0;0;1;"3"
"2019_1_2019042925";26;"Sayago";13;"G";2;44;1;0;1;0;2;"13"
"2019_1_2019042927";40;"Conciliacion";13;"G";2;10;11;0;0;0;1;"3"
"2019_1_2019042927";40;"Conciliacion";13;"G";2;6;11;0;0;0;1;"0"
"2019_1_2019042927";40;"Conciliacion";13;"G";1;23;3;0;0;0;7;"12"
"2019_1_2019042927";40;"Conciliacion";13;"G";1;52;1;0;1;0;2;"6"
"2019_1_2019042927";40;"Conciliacion";13;"G";2;55;2;0;0;0;8;"8"
"2019_1_2019042929";44;"La Teja";14;"A";1;17;3;0;0;0;7;"10"
"2019_1_2019042929";44;"La Teja";14;"A";2;35;2;0;1;0;2;"9"
"2019_1_2019042929";44;"La Teja";14;"A";1;41;1;0;1;0;2;"11"
"2019_1_2019042929";44;"La Teja";14;"A";2;13;3;0;0;0;1;"6"
"2019_1_2019042932";12;"Punta Gorda";7;"E";2;63;1;0;0;0;9;"12"
"2019_1_2019042943";16;"Punta Gorda";7;"E";2;65;1;0;0;0;10;"10"
"2019_1_2019042946";24;"Malvin Norte";6;"E";1;60;1;0;0;0;10;"10"
"2019_1_2019042953";35;"Parque Rodo";2;"B";2;50;1;0;1;0;2;"20"
"2019_1_2019042953";35;"Parque Rodo";2;"B";1;18;4;1;0;0;4;"11"
"2019_1_2019042955";42;"Aires Puros";15;"C";1;5;3;0;0;0;1;"0"
"2019_1_2019042955";42;"Aires Puros";15;"C";1;0;3;0;0;0;1;"0"
"2019_1_2019042955";42;"Aires Puros";15;"C";2;33;1;0;1;0;2;"17"
"2019_1_2019042955";42;"Aires Puros";15;"C";1;30;2;0;1;0;2;"11"
"2019_1_2019042963";31;"Belvedere";14;"A";1;16;4;0;0;0;7;"10"
