"correlativ";"w";"nombarrio";"ccz";"municipio";"e26";"e27";"e30";"desocupado";"ocupados";"subempleo";"pobpcoac";"TotEduc"
"2019_1_2019042963";31;"Belvedere";14;"A";2;44;1;1;0;0;4;"6"
"2019_1_2019042964";26;"Punta Gorda";8;"E";1;31;4;0;1;0;2;"16"
"2019_1_2019042964";26;"Punta Gorda";8;"E";2;60;1;0;1;0;2;"18"
"2019_1_2019042967";30;"Cerro";17;"A";2;61;2;0;1;0;2;"12"
"2019_1_2019042967";30;"Cerro";17;"A";1;64;1;0;1;0;2;"16"
"2019_1_2019042967";30;"Cerro";17;"A";2;32;3;0;1;0;2;"17"
"2019_1_2019042971";16;"Carrasco";8;"E";2;36;4;0;1;0;2;"15"
"2019_1_2019042971";16;"Carrasco";8;"E";2;63;1;0;0;0;10;"14"
"2019_1_2019042972";47;"Casabo, Pajas Blancas";17;"A";1;3;3;0;0;0;1;"0"
"2019_1_2019042972";47;"Casabo, Pajas Blancas";17;"A";2;23;2;0;1;0;2;"8"
"2019_1_2019042972";47;"Casabo, Pajas Blancas";17;"A";1;24;1;0;1;0;2;"8"
"2019_1_2019042978";16;"Malvin";6;"E";2;39;1;0;1;0;2;"16"
"2019_1_2019042983";41;"Larra¦aga";3;"C";2;38;1;0;1;0;2;"17"
"2019_1_2019042983";41;"Larra¦aga";3;"C";2;0;3;0;0;0;1;"0"
"2019_1_2019042983";41;"Larra¦aga";3;"C";1;48;2;0;1;0;2;"18"
"2019_1_2019042983";41;"Larra¦aga";3;"C";1;4;3;0;0;0;1;"0"
"2019_1_2019042991";38;"Belvedere";14;"A";2;41;1;0;1;0;2;"11"
"2019_1_2019042991";38;"Belvedere";14;"A";1;9;3;0;0;0;1;"3"
"2019_1_2019042991";38;"Belvedere";14;"A";1;42;2;0;1;0;2;"11"
"2019_1_2019042993";41;"Cordon";2;"B";1;5;3;0;0;0;1;"0"
"2019_1_2019042993";41;"Cordon";2;"B";2;37;2;0;1;0;2;"19"
"2019_1_2019042993";41;"Cordon";2;"B";1;47;1;0;1;0;2;"17"
"2019_1_2019042993";41;"Cordon";2;"B";2;7;3;0;0;0;1;"1"
"2019_1_2019042996";43;"Cerro";17;"A";1;23;3;0;0;0;7;"13"
"2019_1_2019042996";43;"Cerro";17;"A";2;45;2;0;1;0;2;"10"
"2019_1_2019042996";43;"Cerro";17;"A";1;45;1;0;1;0;2;"10"
"2019_1_2019042998";42;"Villa Espa¦ola";11;"D";2;46;2;0;1;0;2;"8"
"2019_1_2019042998";42;"Villa Espa¦ola";11;"D";2;11;3;0;0;0;1;"3"
"2019_1_2019042998";42;"Villa Espa¦ola";11;"D";2;16;3;0;0;0;7;"10"
"2019_1_2019042998";42;"Villa Espa¦ola";11;"D";1;13;3;0;0;0;1;"7"
"2019_1_2019042998";42;"Villa Espa¦ola";11;"D";1;49;1;0;0;0;6;"8"
"2019_1_2019042999";28;"Jacinto Vera";3;"C";2;32;1;0;1;0;2;"18"
"2019_1_2019042999";28;"Jacinto Vera";3;"C";2;30;9;0;1;0;2;"19"
"2019_1_2019042999";28;"Jacinto Vera";3;"C";2;85;12;0;0;0;9;"6"
"2019_1_2019043002";40;"La Teja";14;"A";1;9;3;0;0;0;1;"3"
"2019_1_2019043002";40;"La Teja";14;"A";1;9;3;0;0;0;1;"3"
"2019_1_2019043002";40;"La Teja";14;"A";2;40;2;0;1;0;2;"11"
"2019_1_2019043002";40;"La Teja";14;"A";1;37;1;0;1;0;2;"11"
"2019_1_2019043006";38;"Belvedere";14;"A";2;0;3;0;0;0;1;"0"
"2019_1_2019043006";38;"Belvedere";14;"A";2;35;1;0;1;0;2;"19"
"2019_1_2019043006";38;"Belvedere";14;"A";1;39;2;0;1;0;2;"10"
"2019_1_2019043014";21;"Jardines del Hipodromo";9;"F";1;78;1;0;0;0;10;"6"
"2019_1_2019043015";20;"Pocitos";5;"CH";2;77;1;0;0;0;8;"11"
"2019_1_2019043020";21;"Cordon";2;"B";1;73;1;0;1;0;2;"16"
"2019_1_2019043021";36;"Capurro, Bella Vista";16;"C";1;61;1;0;1;0;2;"11"
"2019_1_2019043021";36;"Capurro, Bella Vista";16;"C";2;29;3;0;1;0;2;"18"
"2019_1_2019043021";36;"Capurro, Bella Vista";16;"C";2;58;2;0;1;0;2;"15"
"2019_1_2019043023";43;"Villa Espa¦ola";11;"D";1;63;1;0;1;0;2;"10"
"2019_1_2019043023";43;"Villa Espa¦ola";11;"D";2;24;3;0;0;0;7;"14"
"2019_1_2019043023";43;"Villa Espa¦ola";11;"D";2;15;3;0;0;0;7;"9"
"2019_1_2019043023";43;"Villa Espa¦ola";11;"D";2;23;3;1;0;0;5;"9"
"2019_1_2019043023";43;"Villa Espa¦ola";11;"D";2;52;2;0;1;0;2;"12"
"2019_1_2019043025";31;"Villa Espa¦ola";9;"F";1;78;1;0;0;0;10;"6"
"2019_1_2019043025";31;"Villa Espa¦ola";9;"F";2;83;2;0;0;0;9;"6"
"2019_1_2019043028";39;"Manga, Toledo Chico";10;"D";2;43;2;0;1;0;2;"14"
"2019_1_2019043028";39;"Manga, Toledo Chico";10;"D";1;22;3;0;1;0;2;"10"
"2019_1_2019043028";39;"Manga, Toledo Chico";10;"D";1;55;1;0;1;0;2;"6"
"2019_1_2019043030";39;"Cerro";17;"A";1;46;1;0;1;0;2;"13"
"2019_1_2019043032";29;"Barrio Sur";1;"B";1;55;2;0;1;0;2;"13"
"2019_1_2019043032";29;"Barrio Sur";1;"B";2;54;1;0;1;0;2;"13"
"2019_1_2019043033";26;"Castro, P. Castellanos";11;"D";1;65;1;0;0;0;10;"23"
"2019_1_2019043033";26;"Castro, P. Castellanos";11;"D";2;62;2;0;0;0;6;"15"
"2019_1_2019043034";33;"Buceo";5;"CH";1;23;4;0;1;1;2;"15"
"2019_1_2019043034";33;"Buceo";5;"CH";2;50;1;0;1;0;2;"17"
"2019_1_2019043037";28;"Punta Gorda";7;"E";1;26;4;0;1;0;2;"17"
"2019_1_2019043037";28;"Punta Gorda";7;"E";2;43;2;0;1;0;2;"11"
"2019_1_2019043037";28;"Punta Gorda";7;"E";2;17;3;0;0;0;7;"11"
"2019_1_2019043037";28;"Punta Gorda";7;"E";1;64;1;0;1;0;2;"6"
"2019_1_2019043039";30;"Cordon";2;"B";1;50;1;0;0;0;10;"10"
"2019_1_2019043039";30;"Cordon";2;"B";2;51;2;0;1;1;2;"12"
"2019_1_2019043043";36;"Lezica, Melilla";12;"G";1;24;4;0;1;0;2;"12"
"2019_1_2019043043";36;"Lezica, Melilla";12;"G";2;59;1;0;0;0;9;"7"
"2019_1_2019043044";16;"Cordon";2;"B";2;35;1;0;1;0;2;"16"
"2019_1_2019043046";27;"Malvin";7;"E";2;72;2;0;0;0;10;"16"
"2019_1_2019043046";27;"Malvin";7;"E";1;70;1;0;1;0;2;"19"
"2019_1_2019043049";45;"Villa Garcia, Manga Rur.";9;"F";2;39;2;0;0;0;6;"7"
"2019_1_2019043049";45;"Villa Garcia, Manga Rur.";9;"F";2;19;3;1;0;0;4;"9"
"2019_1_2019043049";45;"Villa Garcia, Manga Rur.";9;"F";1;39;1;0;1;0;2;"6"
"2019_1_2019043049";45;"Villa Garcia, Manga Rur.";9;"F";1;10;3;0;0;0;1;"2"
"2019_1_2019043051";32;"Punta Carretas";5;"CH";2;24;3;0;1;0;2;"16"
"2019_1_2019043051";32;"Punta Carretas";5;"CH";2;56;2;0;1;0;2;"9"
"2019_1_2019043051";32;"Punta Carretas";5;"CH";1;57;1;0;1;0;2;"11"
"2019_1_2019043053";39;"Manga";10;"D";2;28;3;0;1;0;2;"12"
"2019_1_2019043053";39;"Manga";10;"D";2;62;2;0;0;0;10;"3"
"2019_1_2019043053";39;"Manga";10;"D";1;3;11;0;0;0;1;"0"
"2019_1_2019043053";39;"Manga";10;"D";1;57;1;0;1;0;2;"6"
"2019_1_2019043058";29;"Castro, P. Castellanos";11;"D";1;55;1;0;1;1;2;"8"
"2019_1_2019043058";29;"Castro, P. Castellanos";11;"D";2;59;2;0;0;0;6;"12"
"2019_1_2019043063";42;"Casabo, Pajas Blancas";17;"A";1;22;4;1;0;0;4;"9"
"2019_1_2019043063";42;"Casabo, Pajas Blancas";17;"A";1;62;1;0;1;0;2;"4"
"2019_1_2019043067";44;"Centro";1;"B";1;24;2;0;1;1;2;"13"
"2019_1_2019043067";44;"Centro";1;"B";2;25;1;0;1;0;2;"17"
"2019_1_2019043068";30;"Pocitos";5;"CH";2;62;1;0;1;0;2;"12"
"2019_1_2019043068";30;"Pocitos";5;"CH";1;21;4;1;0;0;4;"14"
"2019_1_2019043069";38;"Cordon";2;"B";2;53;1;0;1;0;2;"16"
"2019_1_2019043069";38;"Cordon";2;"B";1;49;2;0;1;0;2;"16"
"2019_1_2019043070";22;"Villa Espa¦ola";11;"D";2;68;1;0;0;0;10;"15"
"2019_1_2019043071";27;"Cordon";2;"B";1;6;4;0;0;0;1;"0"
"2019_1_2019043071";27;"Cordon";2;"B";2;33;1;0;1;0;2;"12"
"2019_1_2019043074";22;"La Figurita";3;"C";2;77;1;0;0;0;9;"6"
"2019_1_2019043078";21;"Pque. Batlle, V. Dolores";5;"CH";1;71;1;0;1;0;2;"14"
"2019_1_2019043085";40;"Nuevo Paris";14;"A";2;9;4;0;0;0;1;"3"
"2019_1_2019043085";40;"Nuevo Paris";14;"A";2;37;1;0;1;1;2;"11"
"2019_1_2019043085";40;"Nuevo Paris";14;"A";2;16;4;0;0;0;7;"9"
"2019_1_2019043085";40;"Nuevo Paris";14;"A";1;17;4;0;0;0;7;"7"
"2019_1_2019043094";45;"Tres Ombues, Victoria";14;"A";1;24;1;0;1;1;2;"10"
"2019_1_2019043094";45;"Tres Ombues, Victoria";14;"A";2;19;2;0;1;0;2;"10"
"2019_1_2019043095";36;"Pocitos";5;"CH";1;11;3;0;0;0;1;"5"
"2019_1_2019043095";36;"Pocitos";5;"CH";1;46;1;0;1;0;2;"18"
"2019_1_2019043095";36;"Pocitos";5;"CH";1;11;3;0;0;0;1;"5"
"2019_1_2019043095";36;"Pocitos";5;"CH";2;49;2;1;0;0;4;"18"
"2019_1_2019043099";18;"Pque. Batlle, V. Dolores";4;"CH";2;64;1;0;1;0;2;"14"
"2019_1_2019043103";22;"Castro, P. Castellanos";11;"D";2;79;1;0;0;0;10;"8"
"2019_1_2019043110";18;"Pocitos";5;"CH";1;80;1;0;0;0;10;"15"
"2019_1_2019043120";43;"Malvin";7;"E";2;67;2;0;0;0;10;"16"
"2019_1_2019043120";43;"Malvin";7;"E";1;77;1;0;0;0;10;"12"
"2019_1_2019043120";43;"Malvin";7;"E";1;31;3;0;1;0;2;"15"
"2019_1_2019043121";39;"Pque. Batlle, V. Dolores";5;"CH";2;53;1;0;1;0;2;"18"
"2019_1_2019043121";39;"Pque. Batlle, V. Dolores";5;"CH";2;22;4;1;0;0;4;"17"
"2019_1_2019043121";39;"Pque. Batlle, V. Dolores";5;"CH";2;17;4;0;0;0;7;"11"
"2019_1_2019043122";38;"La Paloma, Tomkinson";18;"A";2;34;3;0;1;0;2;"6"
"2019_1_2019043122";38;"La Paloma, Tomkinson";18;"A";2;62;2;0;0;0;11;"6"
"2019_1_2019043122";38;"La Paloma, Tomkinson";18;"A";1;3;11;0;0;0;1;"0"
"2019_1_2019043122";38;"La Paloma, Tomkinson";18;"A";1;10;11;0;0;0;1;"3"
"2019_1_2019043122";38;"La Paloma, Tomkinson";18;"A";1;60;1;0;1;0;2;"6"
"2019_1_2019043123";52;"Nuevo Paris";18;"A";1;29;11;1;0;0;4;"8"
"2019_1_2019043123";52;"Nuevo Paris";18;"A";2;67;1;0;0;0;9;"9"
"2019_1_2019043123";52;"Nuevo Paris";18;"A";1;42;4;0;1;1;2;"4"
"2019_1_2019043128";33;"Ciudad Vieja";1;"B";2;67;1;0;1;0;2;"12"
"2019_1_2019043128";33;"Ciudad Vieja";1;"B";2;65;13;0;0;0;6;"6"
"2019_1_2019043134";27;"Union";6;"E";2;56;2;0;1;0;2;"6"
"2019_1_2019043134";27;"Union";6;"E";1;85;1;0;0;0;9;"4"
"2019_1_2019043142";31;"Cerrito";11;"D";1;82;1;0;1;0;2;"8"
"2019_1_2019043142";31;"Cerrito";11;"D";2;79;2;0;0;0;10;"9"
"2019_1_2019043143";32;"Cordon";2;"B";2;0;4;0;0;0;1;"0"
"2019_1_2019043143";32;"Cordon";2;"B";2;33;1;0;1;0;2;"11"
"2019_1_2019043143";32;"Cordon";2;"B";1;3;4;0;0;0;1;"0"
"2019_1_2019043144";26;"Flor de Maro¦as";9;"F";2;60;1;0;1;0;2;"12"
"2019_1_2019043144";26;"Flor de Maro¦as";9;"F";1;81;2;0;0;0;10;"11"
"2019_1_2019043145";20;"Malvin";7;"E";2;85;1;0;0;0;10;"15"
"2019_1_2019043154";39;"Flor de Maro¦as";9;"F";2;36;1;1;0;0;5;"13"
"2019_1_2019043154";39;"Flor de Maro¦as";9;"F";1;6;3;0;0;0;1;"0"
"2019_1_2019043154";39;"Flor de Maro¦as";9;"F";1;37;2;0;1;0;2;"12"
"2019_1_2019043159";36;"Villa Garcia, Manga Rur.";9;"F";2;56;1;0;1;0;2;"12"
"2019_1_2019043159";36;"Villa Garcia, Manga Rur.";9;"F";1;19;4;0;1;0;2;"9"
"2019_1_2019043165";44;"Casabo, Pajas Blancas";17;"A";1;9;11;0;0;0;1;"3"
"2019_1_2019043165";44;"Casabo, Pajas Blancas";17;"A";2;2;11;0;0;0;1;"0"
"2019_1_2019043165";44;"Casabo, Pajas Blancas";17;"A";2;26;4;0;1;0;2;"9"
"2019_1_2019043165";44;"Casabo, Pajas Blancas";17;"A";1;6;11;0;0;0;1;"0"
"2019_1_2019043165";44;"Casabo, Pajas Blancas";17;"A";2;65;1;0;0;0;10;"6"
"2019_1_2019043166";51;"La Teja";14;"A";1;20;4;1;0;0;3;"13"
"2019_1_2019043166";51;"La Teja";14;"A";1;48;1;0;1;0;2;"8"
"2019_1_2019043169";27;"La Paloma, Tomkinson";18;"A";2;32;1;0;1;0;2;"9"
"2019_1_2019043169";27;"La Paloma, Tomkinson";18;"A";1;13;4;0;0;0;1;"5"
"2019_1_2019043176";39;"Manga, Toledo Chico";10;"D";2;30;2;0;1;0;2;"7"
"2019_1_2019043176";39;"Manga, Toledo Chico";10;"D";1;26;1;0;1;0;2;"6"
"2019_1_2019043176";39;"Manga, Toledo Chico";10;"D";1;8;5;0;0;0;1;"1"
"2019_1_2019043182";23;"Malvin";7;"E";2;77;1;0;0;0;10;"10"
"2019_1_2019043184";40;"Piedras Blancas";10;"D";1;30;1;0;1;1;2;"9"
"2019_1_2019043194";18;"Colon Centro y Noroeste";12;"G";2;60;1;0;1;0;2;"9"
"2019_1_2019043196";20;"Pocitos";5;"CH";2;74;1;0;1;0;2;"7"
"2019_1_2019043197";31;"Punta Carretas";5;"CH";2;61;2;0;0;0;10;"17"
"2019_1_2019043197";31;"Punta Carretas";5;"CH";2;32;3;0;0;0;6;"12"
"2019_1_2019043197";31;"Punta Carretas";5;"CH";1;31;3;0;1;0;2;"16"
"2019_1_2019043197";31;"Punta Carretas";5;"CH";2;33;3;0;1;0;2;"18"
"2019_1_2019043197";31;"Punta Carretas";5;"CH";1;65;1;0;1;0;2;"17"
"2019_1_2019043198";21;"Cerro";17;"A";1;69;1;0;1;0;2;"12"
"2019_1_2019043200";39;"Las Acacias";11;"D";2;36;1;0;1;0;2;"10"
"2019_1_2019043200";39;"Las Acacias";11;"D";2;3;3;0;0;0;1;"0"
"2019_1_2019043200";39;"Las Acacias";11;"D";1;30;2;0;1;0;2;"12"
"2019_1_2019043205";51;"Tres Ombues, Victoria";14;"A";1;5;4;0;0;0;1;"0"
"2019_1_2019043205";51;"Tres Ombues, Victoria";14;"A";2;21;9;0;1;0;2;"6"
"2019_1_2019043205";51;"Tres Ombues, Victoria";14;"A";1;7;4;0;0;0;1;"0"
"2019_1_2019043205";51;"Tres Ombues, Victoria";14;"A";2;27;1;1;0;0;4;"6"
"2019_1_2019043205";51;"Tres Ombues, Victoria";14;"A";1;36;2;0;1;0;2;"10"
"2019_1_2019043205";51;"Tres Ombues, Victoria";14;"A";2;9;4;0;0;0;1;"2"
"2019_1_2019043205";51;"Tres Ombues, Victoria";14;"A";1;4;12;0;0;0;1;"0"
"2019_1_2019043208";39;"Mercado Modelo, Bolivar";3;"C";2;51;1;0;1;0;2;"16"
"2019_1_2019043208";39;"Mercado Modelo, Bolivar";3;"C";1;18;3;0;0;0;7;"12"
"2019_1_2019043208";39;"Mercado Modelo, Bolivar";3;"C";1;51;2;0;1;0;2;"14"
"2019_1_2019043209";30;"Barrio Sur";1;"B";1;98;1;0;0;0;10;"6"
"2019_1_2019043209";30;"Barrio Sur";1;"B";2;94;2;0;0;0;10;"9"
"2019_1_2019043213";20;"Colon Sureste, Abayuba";12;"G";1;91;1;0;0;0;10;"6"
"2019_1_2019043215";32;"Casavalle";11;"D";1;65;1;0;1;1;2;"0"
"2019_1_2019043215";32;"Casavalle";11;"D";2;68;2;0;0;0;11;"3"
"2019_1_2019043224";42;"Pque. Batlle, V. Dolores";4;"CH";2;38;2;0;1;0;2;"24"
"2019_1_2019043224";42;"Pque. Batlle, V. Dolores";4;"CH";1;40;1;0;1;0;2;"16"
"2019_1_2019043224";42;"Pque. Batlle, V. Dolores";4;"CH";1;4;3;0;0;0;1;"0"
"2019_1_2019043224";42;"Pque. Batlle, V. Dolores";4;"CH";1;6;3;0;0;0;1;"0"
"2019_1_2019043225";25;"Castro, P. Castellanos";11;"D";1;59;1;0;1;1;2;"6"
"2019_1_2019043226";23;"Reducto";16;"C";2;81;1;0;0;0;10;"6"
"2019_1_2019043230";31;"Pocitos";5;"CH";1;77;1;0;0;0;10;"16"
"2019_1_2019043230";31;"Pocitos";5;"CH";2;74;2;0;0;0;10;"16"
"2019_1_2019043235";31;"Union";6;"E";2;88;2;0;0;0;10;"6"
"2019_1_2019043235";31;"Union";6;"E";2;48;3;0;1;0;2;"13"
"2019_1_2019043235";31;"Union";6;"E";1;93;1;0;0;0;10;"6"
"2019_1_2019043236";20;"Malvin";7;"E";2;74;1;0;0;0;10;"12"
"2019_1_2019043239";23;"Malvin Norte";6;"E";2;63;1;0;1;1;2;"14"
"2019_1_2019043239";23;"Malvin Norte";6;"E";2;30;4;0;1;0;2;"12"
"2019_1_2019043244";17;"Cordon";2;"B";2;55;1;0;1;0;2;"12"
"2019_1_2019043247";31;"Punta Carretas";5;"CH";1;33;2;0;1;0;2;"18"
"2019_1_2019043247";31;"Punta Carretas";5;"CH";2;32;1;0;1;0;2;"16"
"2019_1_2019043252";42;"Maro¦as, Parque Guarani";9;"F";2;72;2;0;0;0;9;"6"
"2019_1_2019043252";42;"Maro¦as, Parque Guarani";9;"F";1;68;1;0;0;0;9;"3"
"2019_1_2019043252";42;"Maro¦as, Parque Guarani";9;"F";1;40;3;0;1;1;2;"7"
"2019_1_2019043255";43;"Castro, P. Castellanos";11;"D";1;42;1;0;1;0;2;"10"
"2019_1_2019043255";43;"Castro, P. Castellanos";11;"D";1;13;3;0;0;0;1;"7"
"2019_1_2019043255";43;"Castro, P. Castellanos";11;"D";2;16;3;0;0;0;7;"7"
"2019_1_2019043255";43;"Castro, P. Castellanos";11;"D";2;40;2;0;1;0;2;"14"
"2019_1_2019043258";24;"Ciudad Vieja";1;"B";1;52;1;0;1;0;2;"19"
"2019_1_2019043267";41;"Manga, Toledo Chico";10;"D";2;30;1;1;0;0;4;"9"
"2019_1_2019043267";41;"Manga, Toledo Chico";10;"D";1;45;2;0;1;1;2;"6"
"2019_1_2019043267";41;"Manga, Toledo Chico";10;"D";2;6;3;0;0;0;1;"0"
"2019_1_2019043269";28;"La Teja";14;"A";2;40;2;1;0;0;4;"9"
"2019_1_2019043269";28;"La Teja";14;"A";1;60;1;0;1;0;2;"9"
"2019_1_2019043270";40;"Lezica, Melilla";12;"G";1;3;3;NA;NA;NA;NA;"---"
"2019_1_2019043270";40;"Lezica, Melilla";12;"G";2;32;2;0;1;0;2;"12"
"2019_1_2019043270";40;"Lezica, Melilla";12;"G";1;3;3;0;0;0;1;"0"
"2019_1_2019043270";40;"Lezica, Melilla";12;"G";1;39;1;0;1;0;2;"7"
"2019_1_2019043272";23;"Paso de la Arena";18;"A";2;65;1;0;0;0;6;"6"
"2019_1_2019043274";28;"Atahualpa";3;"C";2;84;7;0;0;0;9;"6"
"2019_1_2019043274";28;"Atahualpa";3;"C";2;58;1;0;1;0;2;"16"
"2019_1_2019043279";41;"Piedras Blancas";10;"D";1;24;4;0;1;0;2;"9"
"2019_1_2019043279";41;"Piedras Blancas";10;"D";2;67;1;0;0;0;10;"6"
"2019_1_2019043285";21;"Punta Carretas";5;"CH";1;55;1;1;0;0;4;"10"
"2019_1_2019043289";21;"Villa Espa¦ola";11;"D";1;74;1;0;1;0;2;"9"
"2019_1_2019043292";32;"Aguada";1;"B";2;24;4;0;0;0;7;"17"
"2019_1_2019043292";32;"Aguada";1;"B";2;60;1;0;0;0;6;"14"
"2019_1_2019043299";22;"Parque Rodo";2;"B";1;61;2;0;1;0;2;"23"
"2019_1_2019043299";22;"Parque Rodo";2;"B";2;23;3;0;0;0;7;"16"
"2019_1_2019043299";22;"Parque Rodo";2;"B";2;53;1;0;1;0;2;"23"
"2019_1_2019043299";22;"Parque Rodo";2;"B";1;26;3;0;0;0;11;"20"
"2019_1_2019043300";29;"Buceo";6;"E";2;59;2;0;1;0;2;"4"
"2019_1_2019043300";29;"Buceo";6;"E";1;62;1;0;1;0;2;"6"
"2019_1_2019043308";21;"Punta Gorda";7;"E";2;71;2;0;0;0;10;"16"
"2019_1_2019043308";21;"Punta Gorda";7;"E";1;73;1;0;0;0;10;"16"
"2019_1_2019043310";38;"Cordon";2;"B";1;40;2;0;1;0;2;"12"
"2019_1_2019043310";38;"Cordon";2;"B";2;50;1;0;1;0;2;"13"
"2019_1_2019043319";24;"Ciudad Vieja";1;"B";1;55;1;0;0;0;10;"6"
"2019_1_2019043321";27;"Villa Mu¦oz, Retiro";2;"B";1;57;2;0;1;1;2;"12"
"2019_1_2019043321";27;"Villa Mu¦oz, Retiro";2;"B";2;47;1;0;1;0;2;"18"
"2019_1_2019043324";48;"Malvin Norte";6;"E";1;6;3;0;0;0;1;"0"
"2019_1_2019043324";48;"Malvin Norte";6;"E";1;3;3;0;0;0;1;"0"
"2019_1_2019043324";48;"Malvin Norte";6;"E";2;2;3;0;0;0;1;"0"
"2019_1_2019043324";48;"Malvin Norte";6;"E";2;24;2;0;1;0;2;"12"
"2019_1_2019043324";48;"Malvin Norte";6;"E";1;26;1;0;1;0;2;"11"
"2019_1_2019043325";32;"Manga, Toledo Chico";10;"D";2;81;1;0;0;0;6;"6"
"2019_1_2019043325";32;"Manga, Toledo Chico";10;"D";1;84;2;0;0;0;10;"6"
"2019_1_2019043329";45;"La Paloma, Tomkinson";17;"A";1;28;4;0;1;0;2;"7"
"2019_1_2019043329";45;"La Paloma, Tomkinson";17;"A";2;18;6;1;0;0;4;"8"
"2019_1_2019043329";45;"La Paloma, Tomkinson";17;"A";1;65;1;0;1;0;2;"6"
"2019_1_2019043330";37;"Lezica, Melilla";12;"G";2;22;4;0;0;0;7;"15"
"2019_1_2019043330";37;"Lezica, Melilla";12;"G";2;14;4;0;0;0;7;"8"
"2019_1_2019043330";37;"Lezica, Melilla";12;"G";2;48;1;0;1;0;2;"16"
"2019_1_2019043330";37;"Lezica, Melilla";12;"G";1;54;2;0;1;0;2;"12"
"2019_1_2019043331";39;"Colon Sureste, Abayuba";12;"G";1;14;3;0;0;0;7;"8"
"2019_1_2019043331";39;"Colon Sureste, Abayuba";12;"G";2;42;2;0;0;0;6;"10"
"2019_1_2019043331";39;"Colon Sureste, Abayuba";12;"G";1;45;1;0;1;0;2;"6"
"2019_1_2019043332";23;"Buceo";6;"E";2;77;1;0;0;0;9;"6"
"2019_1_2019043333";34;"Tres Ombues, Victoria";14;"A";2;81;1;0;0;0;9;"6"
"2019_1_2019043333";34;"Tres Ombues, Victoria";14;"A";2;49;4;0;1;0;2;"10"
"2019_1_2019043333";34;"Tres Ombues, Victoria";14;"A";1;12;11;0;0;0;1;"5"
"2019_1_2019043336";44;"Cerro";17;"A";2;20;1;1;0;0;4;"9"
"2019_1_2019043336";44;"Cerro";17;"A";1;23;2;0;1;0;2;"12"
"2019_1_2019043336";44;"Cerro";17;"A";2;1;3;0;0;0;1;"0"
"2019_1_2019043337";30;"Belvedere";13;"G";1;77;1;0;0;0;10;"2"
"2019_1_2019043337";30;"Belvedere";13;"G";2;76;2;0;0;0;10;"3"
"2019_1_2019043339";17;"Villa Espa¦ola";11;"D";2;56;1;0;1;0;2;"15"
"2019_1_2019043342";24;"Tres Ombues, Victoria";14;"A";2;78;1;0;0;0;10;"6"
"2019_1_2019043345";19;"Casavalle";11;"D";2;50;1;0;1;0;2;"14"
"2019_1_2019043346";37;"Union";11;"D";1;40;1;0;1;0;2;"12"
"2019_1_2019043346";37;"Union";11;"D";2;50;2;0;1;0;2;"10"
"2019_1_2019043353";41;"Manga, Toledo Chico";10;"D";1;36;1;0;1;0;2;"9"
"2019_1_2019043353";41;"Manga, Toledo Chico";10;"D";1;7;3;0;0;0;1;"1"
"2019_1_2019043353";41;"Manga, Toledo Chico";10;"D";2;39;2;0;1;0;2;"8"
"2019_1_2019043354";39;"Casabo, Pajas Blancas";18;"A";2;41;2;0;1;0;2;"10"
"2019_1_2019043354";39;"Casabo, Pajas Blancas";18;"A";1;1;13;0;0;0;1;"0"
"2019_1_2019043354";39;"Casabo, Pajas Blancas";18;"A";1;42;1;0;1;0;2;"11"
"2019_1_2019043360";44;"Centro";1;"B";2;22;2;0;1;0;2;"16"
"2019_1_2019043360";44;"Centro";1;"B";1;26;1;0;1;0;2;"12"
"2019_1_2019043363";36;"Villa Mu¦oz, Retiro";3;"C";2;44;1;0;1;0;2;"6"
"2019_1_2019043363";36;"Villa Mu¦oz, Retiro";3;"C";2;16;4;0;0;0;7;"10"
"2019_1_2019043363";36;"Villa Mu¦oz, Retiro";3;"C";2;21;4;0;1;0;2;"14"
"2019_1_2019043376";40;"Malvin Norte";6;"E";1;9;3;0;0;0;1;"4"
"2019_1_2019043376";40;"Malvin Norte";6;"E";2;8;3;0;0;0;1;"2"
"2019_1_2019043376";40;"Malvin Norte";6;"E";1;37;1;0;1;0;2;"12"
"2019_1_2019043376";40;"Malvin Norte";6;"E";2;41;2;0;1;0;2;"14"
"2019_1_2019043381";40;"Ciudad Vieja";1;"B";1;1;3;0;0;0;1;"0"
"2019_1_2019043381";40;"Ciudad Vieja";1;"B";2;37;1;0;0;0;8;"15"
"2019_1_2019043381";40;"Ciudad Vieja";1;"B";1;37;2;0;1;0;2;"10"
"2019_1_2019043381";40;"Ciudad Vieja";1;"B";2;5;3;0;0;0;1;"0"
"2019_1_2019043386";40;"Villa Espa¦ola";11;"D";1;8;3;0;0;0;1;"2"
"2019_1_2019043386";40;"Villa Espa¦ola";11;"D";2;42;1;0;1;0;2;"12"
"2019_1_2019043386";40;"Villa Espa¦ola";11;"D";1;42;2;0;1;0;2;"10"
"2019_1_2019043386";40;"Villa Espa¦ola";11;"D";1;6;3;0;0;0;1;"0"
"2019_1_2019043394";40;"La Paloma, Tomkinson";18;"A";2;3;4;0;0;0;1;"0"
"2019_1_2019043394";40;"La Paloma, Tomkinson";18;"A";2;23;1;0;0;0;6;"8"
"2019_1_2019043394";40;"La Paloma, Tomkinson";18;"A";2;46;7;0;1;0;2;"9"
"2019_1_2019043394";40;"La Paloma, Tomkinson";18;"A";2;16;9;0;0;0;7;"8"
